county,state,fips,mean_hospitalized,median_hospitalized,std_hospitalized,min_hospitalized,max_hospitalized,weeks_of_data,file
Bacon,GA,13005,4.577027027027027,0.0,6.713053064836768,0.0,22.7,74,by_state/GA/bacon_13005.csv
Crisp,GA,13081,12.117567567567567,11.6,10.0259575173251,0.0,36.7,74,by_state/GA/crisp_13081.csv
Tattnall,GA,13267,0.0,0.0,0.0,0.0,0.0,66,by_state/GA/tattnall_13267.csv
Rockdale,GA,13247,22.222972972972972,16.450000000000003,16.51261491449274,0.0,61.4,74,by_state/GA/rockdale_13247.csv
Cook,GA,13075,0.0,0.0,0.0,0.0,0.0,66,by_state/GA/cook_13075.csv
Laurens,GA,13175,20.41216216216216,20.549999999999997,15.6653876620874,0.0,59.3,74,by_state/GA/laurens_13175.csv
Hall,GA,13139,126.2162162162162,108.4,88.85769911682482,0.0,330.7,74,by_state/GA/hall_13139.csv
Polk,GA,13233,0.0,0.0,0.0,0.0,0.0,74,by_state/GA/polk_13233.csv
Stephens,GA,13257,3.936619718309859,0.0,4.537124307520276,0.0,15.0,71,by_state/GA/stephens_13257.csv
Fayette,GA,13113,42.16891891891891,31.900000000000002,26.495700998803436,6.7,95.6,74,by_state/GA/fayette_13113.csv
Jackson,MS,28059,26.9972972972973,21.2,24.179550813173556,0.0,96.0,74,by_state/MS/jackson_28059.csv
Pike,MS,28113,9.937837837837838,6.8,9.050054154120918,0.0,37.0,74,by_state/MS/pike_28113.csv
Copiah,MS,28029,0.3743243243243244,0.0,1.4207909056164507,0.0,6.7,74,by_state/MS/copiah_28029.csv
Webster,MS,28155,0.17702702702702702,0.0,0.8671394157705099,0.0,4.4,74,by_state/MS/webster_28155.csv
Yalobusha,MS,28161,0.0,0.0,0.0,0.0,0.0,74,by_state/MS/yalobusha_28161.csv
Wayne,MS,28153,3.0716216216216217,0.0,5.02736403248686,0.0,17.9,74,by_state/MS/wayne_28153.csv
Neshoba,MS,28099,2.118918918918919,0.0,3.397689612908243,0.0,13.3,74,by_state/MS/neshoba_28099.csv
Clay,MS,28025,1.3689189189189186,0.0,2.6575261787226245,0.0,11.4,74,by_state/MS/clay_28025.csv
Jones,MS,28067,16.44864864864865,12.5,15.040049213370766,0.0,56.0,74,by_state/MS/jones_28067.csv
Smith,MS,28129,1.1818181818181819,0.0,3.151783205383481,0.0,13.0,55,by_state/MS/smith_28129.csv
Grenada,MS,28043,5.245945945945945,4.35,5.8658563748814005,0.0,18.7,74,by_state/MS/grenada_28043.csv
Leake,MS,28079,2.2027027027027026,0.0,3.3347063690732655,0.0,12.6,74,by_state/MS/leake_28079.csv
Marshall,MS,28093,0.9027027027027027,0.0,2.1775928002163853,0.0,10.3,74,by_state/MS/marshall_28093.csv
Yazoo,MS,28163,0.9716216216216217,0.0,2.172336679566295,0.0,7.4,74,by_state/MS/yazoo_28163.csv
Tate,MS,28137,0.0,0.0,0.0,0.0,0.0,8,by_state/MS/tate_28137.csv
Panola,MS,28107,1.6175675675675674,0.0,2.8021693214955783,0.0,10.9,74,by_state/MS/panola_28107.csv
Tippah,MS,28139,0.916216216216216,0.0,2.039072245861588,0.0,7.1,74,by_state/MS/tippah_28139.csv
George,MS,28039,1.935135135135135,0.0,3.7453691016394814,0.0,17.3,74,by_state/MS/george_28039.csv
Perry,MS,28111,0.05405405405405406,0.0,0.46499055497527725,0.0,4.0,74,by_state/MS/perry_28111.csv
Coahoma,MS,28027,4.332,4.75,4.387851503449784,0.0,13.1,50,by_state/MS/coahoma_28027.csv
Kemper,MS,28069,0.0,0.0,0.0,0.0,0.0,74,by_state/MS/kemper_28069.csv
Covington,MS,28031,0.9554054054054054,0.0,2.6059542932677306,0.0,12.7,74,by_state/MS/covington_28031.csv
Wilkinson,MS,28157,0.19864864864864865,0.0,0.9880787006594053,0.0,6.1,74,by_state/MS/wilkinson_28157.csv
Chickasaw,MS,28017,0.0,0.0,0.0,0.0,0.0,72,by_state/MS/chickasaw_28017.csv
Warren,MS,28149,9.872972972972972,6.85,9.587096026349043,0.0,39.2,74,by_state/MS/warren_28149.csv
Tallahatchie,MS,28135,0.13108108108108107,0.0,0.7918983046090268,0.0,4.9,74,by_state/MS/tallahatchie_28135.csv
Hinds,MS,28049,150.6797297297297,110.85,101.50870666446833,48.1,409.49999999999994,74,by_state/MS/hinds_28049.csv
Bolivar,MS,28011,4.825675675675675,4.4,4.959260351689411,0.0,15.0,74,by_state/MS/bolivar_28011.csv
Harrison,MS,28047,29.683783783783788,16.85,33.699912714927116,0.0,154.0,74,by_state/MS/harrison_28047.csv
Alcorn,MS,28003,17.28918918918919,9.55,52.53205562156054,0.0,457.7,74,by_state/MS/alcorn_28003.csv
Lee,MS,28081,29.193243243243238,30.549999999999997,18.252973719677982,4.1,70.6,74,by_state/MS/lee_28081.csv
Greene,MS,28041,0.0,0.0,0.0,0.0,0.0,70,by_state/MS/greene_28041.csv
Noxubee,MS,28103,0.6108108108108109,0.0,1.702984291754835,0.0,7.3,74,by_state/MS/noxubee_28103.csv
Union,MS,28145,5.231081081081081,4.800000000000001,6.062526388603508,0.0,26.3,74,by_state/MS/union_28145.csv
Rankin,MS,28121,7.7864864864864884,5.05,8.902244204113808,0.0,36.1,74,by_state/MS/rankin_28121.csv
Choctaw,MS,28019,0.0,0.0,0.0,0.0,0.0,73,by_state/MS/choctaw_28019.csv
Jasper,MS,28061,0.40945945945945944,0.0,1.8556222542286847,0.0,10.6,74,by_state/MS/jasper_28061.csv
Lowndes,MS,28087,15.464864864864866,10.4,13.80288268911366,0.0,48.4,74,by_state/MS/lowndes_28087.csv
Oktibbeha,MS,28105,4.082432432432433,0.0,5.061305211166144,0.0,15.9,74,by_state/MS/oktibbeha_28105.csv
Claiborne,MS,28021,0.0640625,0.0,0.5124999999999998,0.0,4.1,64,by_state/MS/claiborne_28021.csv
Prentiss,MS,28117,3.8459459459459464,4.65,3.2159784803507674,0.0,10.9,74,by_state/MS/prentiss_28117.csv
Walthall,MS,28147,0.0,0.0,0.0,0.0,0.0,74,by_state/MS/walthall_28147.csv
Desoto,MS,28033,56.068918918918925,42.05,37.99237099221072,10.1,166.3,74,by_state/MS/desoto_28033.csv
Jefferson,MS,28063,0.0,0.0,0.0,0.0,0.0,71,by_state/MS/jefferson_28063.csv
Leflore,MS,28083,3.4054054054054053,0.0,4.103185928629348,0.0,12.1,74,by_state/MS/leflore_28083.csv
Calhoun,MS,28013,1.477027027027027,0.0,2.5905279145324536,0.0,8.1,74,by_state/MS/calhoun_28013.csv
Clarke,MS,28023,0.34594594594594597,0.0,1.3186947873725798,0.0,6.9,74,by_state/MS/clarke_28023.csv
Sharkey,MS,28125,0.07424242424242425,0.0,0.6031483057987307,0.0,4.9,66,by_state/MS/sharkey_28125.csv
Franklin,MS,28037,0.2702702702702703,0.0,1.3904497872576547,0.0,9.4,74,by_state/MS/franklin_28037.csv
Scott,MS,28123,2.0851351351351353,0.0,3.0639611943799845,0.0,9.3,74,by_state/MS/scott_28123.csv
Simpson,MS,28127,3.2040540540540543,0.0,4.294770288694679,0.0,15.3,74,by_state/MS/simpson_28127.csv
Lincoln,MS,28085,9.31081081081081,9.8,7.689711460599727,0.0,23.4,74,by_state/MS/lincoln_28085.csv
Madison,MS,28089,3.8027027027027023,0.0,4.704296286825392,0.0,17.1,74,by_state/MS/madison_28089.csv
Forrest,MS,28035,54.80135135135135,46.4,42.41066515272755,5.6,176.5,74,by_state/MS/forrest_28035.csv
Washington,MS,28151,18.443243243243245,15.25,15.566631691345268,0.0,58.900000000000006,74,by_state/MS/washington_28151.csv
Winston,MS,28159,1.587837837837838,0.0,2.782723249924788,0.0,8.3,74,by_state/MS/winston_28159.csv
Marion,MS,28091,2.212162162162162,0.0,3.2466612018571595,0.0,10.7,74,by_state/MS/marion_28091.csv
Lawrence,MS,28077,0.6554054054054054,0.0,1.6837777073122255,0.0,5.9,74,by_state/MS/lawrence_28077.csv
Adams,MS,28001,7.7351351351351365,6.0,8.184272127407601,0.0,25.0,74,by_state/MS/adams_28001.csv
Montgomery,MS,28097,0.6554054054054054,0.0,1.6981974240144417,0.0,6.6,74,by_state/MS/montgomery_28097.csv
Pontotoc,MS,28115,1.4891891891891893,0.0,2.8242864327344885,0.0,11.0,74,by_state/MS/pontotoc_28115.csv
Monroe,MS,28095,5.033783783783784,0.0,7.1360607879311475,0.0,32.5,74,by_state/MS/monroe_28095.csv
Attala,MS,28007,1.177027027027027,0.0,2.4752776126191396,0.0,9.3,74,by_state/MS/attala_28007.csv
Lauderdale,MS,28075,27.37837837837838,23.25,22.58988906004807,0.0,79.1,74,by_state/MS/lauderdale_28075.csv
Tishomingo,MS,28141,0.47027027027027024,0.0,1.4974617546953475,0.0,6.9,74,by_state/MS/tishomingo_28141.csv
Hancock,MS,28045,1.3054054054054054,0.0,3.622906268922098,0.0,16.6,74,by_state/MS/hancock_28045.csv
Sunflower,MS,28133,3.3364864864864865,0.0,5.4435477534095815,0.0,18.799999999999997,74,by_state/MS/sunflower_28133.csv
Holmes,MS,28051,0.30675675675675673,0.0,1.1538299631478766,0.0,5.3,74,by_state/MS/holmes_28051.csv
Jefferson Davis,MS,28065,0.0,0.0,0.0,0.0,0.0,74,by_state/MS/jefferson_davis_28065.csv
Lafayette,MS,28071,24.86081081081081,19.55,15.688228005855764,7.7,68.4,74,by_state/MS/lafayette_28071.csv
Pearl River,MS,28109,6.2905405405405395,4.550000000000001,7.279529732645574,0.0,27.0,74,by_state/MS/pearl_river_28109.csv
Prairie,MT,30079,0.0,0.0,0.0,0.0,0.0,74,by_state/MT/prairie_30079.csv
Mccone,MT,30055,0.0,0.0,0.0,0.0,0.0,74,by_state/MT/mccone_30055.csv
Carbon,MT,30009,0.0,0.0,0.0,0.0,0.0,74,by_state/MT/carbon_30009.csv
Roosevelt,MT,30085,0.6648648648648648,0.0,2.896073507753258,0.0,19.0,74,by_state/MT/roosevelt_30085.csv
Dawson,MT,30021,0.6027027027027028,0.0,1.7503011852737456,0.0,6.7,74,by_state/MT/dawson_30021.csv
Fergus,MT,30027,0.8202702702702701,0.0,2.019967430208724,0.0,8.0,74,by_state/MT/fergus_30027.csv
Sanders,MT,30089,0.31486486486486487,0.0,1.376782275286522,0.0,8.3,74,by_state/MT/sanders_30089.csv
Daniels,MT,30019,0.4797297297297297,0.0,1.8951256675525145,0.0,10.4,74,by_state/MT/daniels_30019.csv
Toole,MT,30101,0.0,0.0,0.0,0.0,0.0,74,by_state/MT/toole_30101.csv
Teton,MT,30099,0.0,0.0,0.0,0.0,0.0,74,by_state/MT/teton_30099.csv
Rosebud,MT,30087,0.0,0.0,0.0,0.0,0.0,74,by_state/MT/rosebud_30087.csv
Big Horn,MT,30003,0.17972972972972973,0.0,0.8844129280620074,0.0,5.0,74,by_state/MT/big_horn_30003.csv
Stillwater,MT,30095,0.0,0.0,0.0,0.0,0.0,74,by_state/MT/stillwater_30095.csv
Carter,MT,30011,0.3310810810810811,0.0,1.8465017406618685,0.0,14.3,74,by_state/MT/carter_30011.csv
Garfield,MT,30033,0.0,0.0,0.0,0.0,0.0,74,by_state/MT/garfield_30033.csv
Granite,MT,30039,0.0,0.0,0.0,0.0,0.0,74,by_state/MT/granite_30039.csv
Beaverhead,MT,30001,0.17567567567567566,0.0,0.8614754483833799,0.0,4.6,74,by_state/MT/beaverhead_30001.csv
Cascade,MT,30013,19.03783783783784,11.100000000000001,18.63538174535904,0.0,62.7,74,by_state/MT/cascade_30013.csv
Valley,MT,30105,0.3878378378378378,0.0,1.692607027246925,0.0,10.0,74,by_state/MT/valley_30105.csv
Madison,MT,30057,0.0,0.0,0.0,0.0,0.0,74,by_state/MT/madison_30057.csv
Lewis And Clark,MT,30049,9.68108108108108,7.050000000000001,10.207929709409244,0.0,34.1,74,by_state/MT/lewis_and_clark_30049.csv
Missoula,MT,30063,18.37972972972973,14.55,15.57171636689048,0.0,52.0,74,by_state/MT/missoula_30063.csv
Park,MT,30067,0.9891891891891892,0.0,2.314313269400368,0.0,8.3,74,by_state/MT/park_30067.csv
Deer Lodge,MT,30023,0.6905405405405405,0.0,1.7952882715001524,0.0,6.9,74,by_state/MT/deer_lodge_30023.csv
Mineral,MT,30061,0.0,0.0,0.0,0.0,0.0,74,by_state/MT/mineral_30061.csv
Hill,MT,30041,1.8202702702702702,0.0,3.316210898069346,0.0,10.9,74,by_state/MT/hill_30041.csv
Powell,MT,30077,0.0,0.0,0.0,0.0,0.0,74,by_state/MT/powell_30077.csv
Yellowstone,MT,30111,72.39864864864866,61.95,49.41657836522998,7.0,172.5,74,by_state/MT/yellowstone_30111.csv
Fallon,MT,30025,0.0,0.0,0.0,0.0,0.0,74,by_state/MT/fallon_30025.csv
Ravalli,MT,30081,1.17027027027027,0.0,2.5288867944421782,0.0,8.9,74,by_state/MT/ravalli_30081.csv
Liberty,MT,30051,0.0,0.0,0.0,0.0,0.0,74,by_state/MT/liberty_30051.csv
Lincoln,MT,30053,0.27567567567567564,0.0,1.3733082554931728,0.0,8.0,74,by_state/MT/lincoln_30053.csv
Musselshell,MT,30065,0.25810810810810814,0.0,1.342662123243831,0.0,9.4,74,by_state/MT/musselshell_30065.csv
Flathead,MT,30029,17.79054054054054,12.45,16.446377532769603,0.0,57.7,74,by_state/MT/flathead_30029.csv
Sheridan,MT,30091,0.0,0.0,0.0,0.0,0.0,74,by_state/MT/sheridan_30091.csv
Phillips,MT,30071,0.0,0.0,0.0,0.0,0.0,74,by_state/MT/phillips_30071.csv
Silver Bow,MT,30093,6.128378378378378,4.65,7.019610890950297,0.0,24.9,74,by_state/MT/silver_bow_30093.csv
Custer,MT,30017,2.593243243243243,0.0,4.410054858823236,0.0,16.4,74,by_state/MT/custer_30017.csv
Sweet Grass,MT,30097,0.0,0.0,0.0,0.0,0.0,74,by_state/MT/sweet_grass_30097.csv
Pondera,MT,30073,0.0,0.0,0.0,0.0,0.0,73,by_state/MT/pondera_30073.csv
Wheatland,MT,30107,0.0,0.0,0.0,0.0,0.0,74,by_state/MT/wheatland_30107.csv
Meagher,MT,30059,0.13108108108108107,0.0,0.8042567700926807,0.0,5.7,74,by_state/MT/meagher_30059.csv
Broadwater,MT,30007,0.07702702702702703,0.0,0.6626115408397698,0.0,5.7,74,by_state/MT/broadwater_30007.csv
Lake,MT,30047,1.0729729729729731,0.0,2.367490857039081,0.0,9.9,74,by_state/MT/lake_30047.csv
Chouteau,MT,30015,0.09054054054054055,0.0,0.7788591795835895,0.0,6.7,74,by_state/MT/chouteau_30015.csv
Gallatin,MT,30031,11.077027027027027,9.55,9.323288668077408,0.0,30.6,74,by_state/MT/gallatin_30031.csv
Glacier,MT,30035,0.0,0.0,0.0,0.0,0.0,74,by_state/MT/glacier_30035.csv
Richland,MT,30083,1.027027027027027,0.0,2.487684586518006,0.0,10.3,74,by_state/MT/richland_30083.csv
Henry,MO,29083,3.6986486486486494,0.0,4.346766811145682,0.0,12.6,74,by_state/MO/henry_29083.csv
Saline,MO,29195,2.595945945945946,0.0,3.239035844586717,0.0,11.7,74,by_state/MO/saline_29195.csv
Buchanan,MO,29021,36.43108108108108,33.65,24.71181806828286,0.0,87.7,74,by_state/MO/buchanan_29021.csv
Jefferson,MO,29099,46.45675675675676,40.7,21.132368738865143,13.7,92.8,74,by_state/MO/jefferson_29099.csv
Butler,MO,29023,12.071621621621622,11.7,8.078358036581278,0.0,30.4,74,by_state/MO/butler_29023.csv
Pemiscot,MO,29155,0.3743243243243243,0.0,1.2794541655979617,0.0,5.6,74,by_state/MO/pemiscot_29155.csv
Putnam,MO,29171,0.05945945945945946,0.0,0.5114896104728048,0.0,4.4,74,by_state/MO/putnam_29171.csv
Nodaway,MO,29147,0.8189189189189189,0.0,2.0174360288054003,0.0,7.0,74,by_state/MO/nodaway_29147.csv
Barton,MO,29011,0.6635135135135136,0.0,1.8428368783180067,0.0,7.4,74,by_state/MO/barton_29011.csv
Polk,MO,29167,5.986486486486487,4.9,6.0867321309600495,0.0,20.6,74,by_state/MO/polk_29167.csv
Boone,MO,29019,67.78243243243243,58.300000000000004,35.493025971764624,18.7,140.3,74,by_state/MO/boone_29019.csv
Laclede,MO,29105,4.256756756756756,4.65,3.684662066290739,0.0,12.0,74,by_state/MO/laclede_29105.csv
St. Louis City,MO,29510,142.3756756756757,129.5,51.936573042512364,66.6,274.3,74,by_state/MO/st._louis_city_29510.csv
Scotland,MO,29199,0.17837837837837836,0.0,0.8779288001633379,0.0,5.0,74,by_state/MO/scotland_29199.csv
Camden,MO,29029,10.635135135135135,10.15,7.861566514612727,0.0,24.4,74,by_state/MO/camden_29029.csv
New Madrid,MO,29143,8.856756756756756,7.4,8.44764830825847,0.0,30.7,74,by_state/MO/new_madrid_29143.csv
Cole,MO,29051,22.986486486486488,19.349999999999998,18.977378922648604,0.0,68.2,74,by_state/MO/cole_29051.csv
Greene,MO,29077,139.23783783783784,127.05000000000001,67.40137940684853,50.0,285.9,74,by_state/MO/greene_29077.csv
St. Charles,MO,29183,59.44189189189188,52.8,31.3146515087018,12.0,123.8,74,by_state/MO/st._charles_29183.csv
St. Louis,MO,29189,301.34189189189186,245.75,137.1779296585745,119.4,628.6999999999999,74,by_state/MO/st._louis_29189.csv
Marion,MO,29127,12.967567567567567,10.350000000000001,11.76076723930101,0.0,43.1,74,by_state/MO/marion_29127.csv
Randolph,MO,29175,2.2283783783783786,0.0,3.264316004641132,0.0,9.3,74,by_state/MO/randolph_29175.csv
Iron,MO,29093,0.19729729729729728,0.0,0.9684011640395437,0.0,5.3,74,by_state/MO/iron_29093.csv
Grundy,MO,29079,0.2662162162162162,0.0,1.1349101741085397,0.0,5.9,74,by_state/MO/grundy_29079.csv
Gasconade,MO,29073,0.11351351351351349,0.0,0.6859298906472704,0.0,4.3,74,by_state/MO/gasconade_29073.csv
Carroll,MO,29033,0.1945945945945946,0.0,0.9535646018143685,0.0,4.9,74,by_state/MO/carroll_29033.csv
Perry,MO,29157,1.7621621621621621,0.0,2.9268573404167526,0.0,9.3,74,by_state/MO/perry_29157.csv
Newton,MO,29145,1.0075757575757576,0.0,2.226989040493955,0.0,7.9,66,by_state/MO/newton_29145.csv
Linn,MO,29115,0.0,0.0,0.0,0.0,0.0,74,by_state/MO/linn_29115.csv
Washington,MO,29221,3.8027027027027023,4.4,3.43977432251821,0.0,11.0,74,by_state/MO/washington_29221.csv
Cedar,MO,29039,0.4081081081081081,0.0,1.5645697694558085,0.0,7.9,74,by_state/MO/cedar_29039.csv
Dent,MO,29065,1.1716216216216218,0.0,2.571898732015956,0.0,11.4,74,by_state/MO/dent_29065.csv
Jackson,MO,29095,207.43918918918916,173.14999999999998,107.57685601475121,58.9,400.9000000000001,74,by_state/MO/jackson_29095.csv
St. Clair,MO,29185,0.1891891891891892,0.0,0.9368509724278774,0.0,5.6,74,by_state/MO/st._clair_29185.csv
Cape Girardeau,MO,29031,36.648648648648646,32.25,26.366485800942442,0.0,101.9,74,by_state/MO/cape_girardeau_29031.csv
Lafayette,MO,29107,0.27567567567567564,0.0,1.1903505654702276,0.0,7.0,74,by_state/MO/lafayette_29107.csv
Phelps,MO,29161,15.393243243243244,11.1,13.58823353888008,0.0,43.0,74,by_state/MO/phelps_29161.csv
Lincoln,MO,29113,1.8432432432432428,0.0,2.859594811851396,0.0,9.0,74,by_state/MO/lincoln_29113.csv
Madison,MO,29123,0.0,0.0,0.0,0.0,0.0,74,by_state/MO/madison_29123.csv
Lawrence,MO,29109,0.8148648648648649,0.0,1.8898200561169933,0.0,6.9,74,by_state/MO/lawrence_29109.csv
St. Francois,MO,29187,12.297297297297296,12.0,8.452736818251395,0.0,30.6,74,by_state/MO/st._francois_29187.csv
Franklin,MO,29071,18.10945945945946,17.5,7.615740169802958,4.6,34.3,74,by_state/MO/franklin_29071.csv
Barry,MO,29009,0.3391891891891892,0.0,1.3349688383380265,0.0,8.1,74,by_state/MO/barry_29009.csv
Texas,MO,29215,2.0986486486486484,0.0,2.8053516978863393,0.0,8.6,74,by_state/MO/texas_29215.csv
Gentry,MO,29075,0.6270270270270271,0.0,1.8523067660147217,0.0,7.6,74,by_state/MO/gentry_29075.csv
Adair,MO,29001,5.731081081081081,5.800000000000001,4.173101263774863,0.0,16.6,74,by_state/MO/adair_29001.csv
Ste. Genevieve,MO,29186,0.4581081081081081,0.0,1.4363201418194937,0.0,5.4,74,by_state/MO/ste._genevieve_29186.csv
Taney,MO,29213,7.474324324324325,6.1,7.84643817301595,0.0,26.1,74,by_state/MO/taney_29213.csv
Livingston,MO,29117,1.531081081081081,0.0,2.4690925445061396,0.0,9.1,74,by_state/MO/livingston_29117.csv
Stoddard,MO,29207,1.0704225352112675,0.0,2.1207407308496973,0.0,7.1,71,by_state/MO/stoddard_29207.csv
Platte,MO,29165,14.91891891891892,12.649999999999999,8.150479869487736,0.0,31.7,74,by_state/MO/platte_29165.csv
Pettis,MO,29159,13.248648648648649,15.2,9.354161673532651,0.0,33.1,74,by_state/MO/pettis_29159.csv
Cass,MO,29037,3.251351351351351,0.0,6.177250424450025,0.0,24.700000000000003,74,by_state/MO/cass_29037.csv
Jasper,MO,29097,73.61891891891892,66.75,35.090304931492355,20.299999999999997,142.0,74,by_state/MO/jasper_29097.csv
Harrison,MO,29081,0.6689189189189189,0.0,1.8631190283725159,0.0,7.3,74,by_state/MO/harrison_29081.csv
