county,state,fips,mean_hospitalized,median_hospitalized,std_hospitalized,min_hospitalized,max_hospitalized,weeks_of_data,file
Calhoun,FL,12013,0.36486486486486486,0.0,1.3683739407641138,0.0,6.0,74,by_state/FL/calhoun_12013.csv
Martin,FL,12085,51.8945945945946,36.35,42.62440259298349,6.0,190.0,74,by_state/FL/martin_12085.csv
Putnam,FL,12107,13.395945945945947,7.8,15.117788118176524,0.0,62.0,74,by_state/FL/putnam_12107.csv
Indian River,FL,12061,26.812162162162164,14.3,31.80399713270611,4.0,139.9,74,by_state/FL/indian_river_12061.csv
Monroe,FL,12087,4.455405405405405,0.0,8.453047466874338,0.0,35.599999999999994,74,by_state/FL/monroe_12087.csv
Union,FL,12125,0.0,0.0,0.0,0.0,0.0,74,by_state/FL/union_12125.csv
Walton,FL,12131,9.077027027027025,5.800000000000001,11.15001747399942,0.0,48.6,74,by_state/FL/walton_12131.csv
Broward,FL,12011,468.3662162162162,415.25,325.79727551566793,105.4,1567.0,74,by_state/FL/broward_12011.csv
Santa Rosa,FL,12113,11.385135135135135,4.65,14.472351367040444,0.0,56.2,74,by_state/FL/santa_rosa_12113.csv
Okeechobee,FL,12093,9.748648648648649,7.3,10.179784469597767,0.0,38.0,74,by_state/FL/okeechobee_12093.csv
Marion,FL,12083,92.1689189189189,65.05,70.28922036973462,26.6,329.29999999999995,74,by_state/FL/marion_12083.csv
Orange,FL,12095,435.8486486486487,339.1,308.7623376685253,137.4,1481.6,74,by_state/FL/orange_12095.csv
Polk,FL,12105,183.79054054054055,142.0,148.98585955602974,26.3,684.0999999999999,74,by_state/FL/polk_12105.csv
Lewis,WV,54041,1.5567567567567566,0.0,3.1100843965591745,0.0,11.9,74,by_state/WV/lewis_54041.csv
Wood,WV,54107,27.733783783783785,18.450000000000003,23.867776620986767,0.0,84.6,74,by_state/WV/wood_54107.csv
Taylor,WV,54091,0.05405405405405406,0.0,0.4649905549752772,0.0,4.0,74,by_state/WV/taylor_54091.csv
Webster,WV,54101,0.0,0.0,0.0,0.0,0.0,74,by_state/WV/webster_54101.csv
Cabell,WV,54011,52.47027027027027,46.45,35.05552827928359,0.0,139.39999999999998,74,by_state/WV/cabell_54011.csv
Barbour,WV,54001,0.0,0.0,0.0,0.0,0.0,74,by_state/WV/barbour_54001.csv
Calhoun,WV,54013,0.06621621621621622,0.0,0.5696134298447145,0.0,4.9,74,by_state/WV/calhoun_54013.csv
Monongalia,WV,54061,56.652702702702705,45.900000000000006,36.84029666477673,8.1,150.0,74,by_state/WV/monongalia_54061.csv
Jackson,WV,54035,1.101351351351351,0.0,2.0626152599255154,0.0,6.4,74,by_state/WV/jackson_54035.csv
Mcdowell,WV,54047,2.558108108108108,0.0,3.4825595514288663,0.0,12.3,74,by_state/WV/mcdowell_54047.csv
Grant,WV,54023,2.2324324324324323,0.0,3.1250252868284587,0.0,8.9,74,by_state/WV/grant_54023.csv
Upshur,WV,54097,1.4391891891891893,0.0,2.9967478979248723,0.0,11.9,74,by_state/WV/upshur_54097.csv
Roane,WV,54087,0.5675675675675675,0.0,1.5580201792447133,0.0,6.0,74,by_state/WV/roane_54087.csv
Fayette,WV,54019,0.8635135135135135,0.0,2.93866871006007,0.0,12.4,74,by_state/WV/fayette_54019.csv
Mineral,WV,54057,2.2054054054054055,0.0,3.543966197459776,0.0,11.7,74,by_state/WV/mineral_54057.csv
Braxton,WV,54007,0.0,0.0,0.0,0.0,0.0,74,by_state/WV/braxton_54007.csv
Preston,WV,54077,0.8324324324324324,0.0,1.9945891263724762,0.0,9.1,74,by_state/WV/preston_54077.csv
Wetzel,WV,54103,0.4135135135135135,0.0,1.4255327602338064,0.0,6.4,74,by_state/WV/wetzel_54103.csv
Nicholas,WV,54067,1.872972972972973,0.0,3.1606439996320717,0.0,12.1,74,by_state/WV/nicholas_54067.csv
Berkeley,WV,54003,22.513513513513512,20.9,15.5834327581317,0.0,57.6,74,by_state/WV/berkeley_54003.csv
Greenbrier,WV,54025,5.95945945945946,2.2,6.725394909603062,0.0,20.9,74,by_state/WV/greenbrier_54025.csv
Summers,WV,54089,0.0,0.0,0.0,0.0,0.0,74,by_state/WV/summers_54089.csv
Marshall,WV,54051,5.416216216216216,4.85,5.650627969151821,0.0,19.7,74,by_state/WV/marshall_54051.csv
Mason,WV,54053,1.614864864864865,0.0,2.9208594359369706,0.0,10.9,74,by_state/WV/mason_54053.csv
Harrison,WV,54033,23.632432432432434,17.950000000000003,18.158873510020005,0.0,68.4,74,by_state/WV/harrison_54033.csv
Jefferson,WV,54037,3.2283783783783786,0.0,4.512039306586728,0.0,17.4,74,by_state/WV/jefferson_54037.csv
Raleigh,WV,54081,27.759459459459464,28.35,16.42035087906116,0.0,68.0,74,by_state/WV/raleigh_54081.csv
Hancock,WV,54029,11.85,8.0,13.0908861949779,0.0,57.7,74,by_state/WV/hancock_54029.csv
Randolph,WV,54083,5.218918918918919,5.1,5.805657978961409,0.0,21.7,74,by_state/WV/randolph_54083.csv
Logan,WV,54045,10.452702702702704,8.85,7.6983759712899875,0.0,33.9,74,by_state/WV/logan_54045.csv
Pocahontas,WV,54075,0.0,0.0,0.0,0.0,0.0,74,by_state/WV/pocahontas_54075.csv
Mercer,WV,54055,21.74054054054054,17.3,14.479886086350142,4.6,64.0,74,by_state/WV/mercer_54055.csv
Hampshire,WV,54027,0.3918918918918919,0.0,1.334244104584423,0.0,5.4,74,by_state/WV/hampshire_54027.csv
Tyler,WV,54095,0.0,0.0,0.0,0.0,0.0,74,by_state/WV/tyler_54095.csv
Boone,WV,54005,1.612162162162162,0.0,2.9781833528062447,0.0,12.0,74,by_state/WV/boone_54005.csv
Ohio,WV,54069,18.913513513513514,13.85,16.75117926189671,0.0,65.0,74,by_state/WV/ohio_54069.csv
Morgan,WV,54065,0.3554054054054054,0.0,1.3475642045742509,0.0,6.6,74,by_state/WV/morgan_54065.csv
Kanawha,WV,54039,76.54189189189188,72.6,37.53732026677012,15.6,165.6,74,by_state/WV/kanawha_54039.csv
Newport,RI,44005,4.031081081081081,0.0,5.009632520787907,0.0,15.7,74,by_state/RI/newport_44005.csv
Washington,RI,44009,9.044594594594596,5.0,10.455294809780469,0.0,40.0,74,by_state/RI/washington_44009.csv
Providence,RI,44007,130.69054054054055,92.95,89.08495893972706,34.0,354.90000000000003,74,by_state/RI/providence_44007.csv
Kent,RI,44003,27.554054054054056,18.7,23.253623604435592,0.0,96.1,74,by_state/RI/kent_44003.csv
Lincoln,WY,56023,0.37972972972972974,0.0,1.2913813067324493,0.0,5.4,74,by_state/WY/lincoln_56023.csv
Fremont,WY,56013,9.487837837837839,9.8,6.408854164308203,0.0,21.7,74,by_state/WY/fremont_56013.csv
Niobrara,WY,56027,0.0,0.0,0.0,0.0,0.0,74,by_state/WY/niobrara_56027.csv
Sheridan,WY,56033,3.8567567567567567,0.0,4.779553515030029,0.0,15.0,74,by_state/WY/sheridan_56033.csv
Natrona,WY,56025,20.314864864864866,14.0,18.65280971477115,0.0,70.5,74,by_state/WY/natrona_56025.csv
Uinta,WY,56041,0.058108108108108104,0.0,0.4998648465984228,0.0,4.3,74,by_state/WY/uinta_56041.csv
Carbon,WY,56007,0.33513513513513515,0.0,1.9345759814656234,0.0,15.4,74,by_state/WY/carbon_56007.csv
Campbell,WY,56005,5.894594594594595,2.0,7.241166406683764,0.0,25.0,74,by_state/WY/campbell_56005.csv
Goshen,WY,56015,1.1175675675675676,0.0,2.617871042802137,0.0,11.9,74,by_state/WY/goshen_56015.csv
Platte,WY,56031,0.7067567567567568,0.0,1.8307368889222093,0.0,6.6,74,by_state/WY/platte_56031.csv
Weston,WY,56045,0.058108108108108104,0.0,0.49986484659842284,0.0,4.3,74,by_state/WY/weston_56045.csv
Johnson,WY,56019,0.27567567567567564,0.0,1.1903505654702276,0.0,6.5,74,by_state/WY/johnson_56019.csv
Laramie,WY,56021,23.294594594594592,22.950000000000003,15.620217772427264,0.0,64.3,74,by_state/WY/laramie_56021.csv
Hot Springs,WY,56017,0.06351351351351352,0.0,0.5463639020959506,0.0,4.7,74,by_state/WY/hot_springs_56017.csv
Teton,WY,56039,3.0905405405405406,0.0,3.9326580964804707,0.0,13.7,74,by_state/WY/teton_56039.csv
Converse,WY,56009,1.536619718309859,0.0,3.006575623843736,0.0,10.0,71,by_state/WY/converse_56009.csv
Crook,WY,56011,0.0,0.0,0.0,0.0,0.0,74,by_state/WY/crook_56011.csv
Albany,WY,56001,2.0567567567567564,0.0,2.761282265224146,0.0,8.6,74,by_state/WY/albany_56001.csv
Washakie,WY,56043,0.8621621621621622,0.0,1.912661682856964,0.0,7.0,74,by_state/WY/washakie_56043.csv
Park,WY,56029,4.68108108108108,0.0,6.075093452704182,0.0,21.2,74,by_state/WY/park_56029.csv
Big Horn,WY,56003,0.11621621621621621,0.0,0.7038109621328468,0.0,4.6,74,by_state/WY/big_horn_56003.csv
Sweetwater,WY,56037,2.189189189189189,0.0,4.023171500523095,0.0,15.3,74,by_state/WY/sweetwater_56037.csv
Floyd,TX,48153,0.08243243243243242,0.0,0.7091105963372977,0.0,6.1,74,by_state/TX/floyd_48153.csv
Jim Wells,TX,48249,7.1243243243243235,5.95,8.794952020565988,0.0,36.7,74,by_state/TX/jim_wells_48249.csv
Crosby,TX,48107,0.0,0.0,0.0,0.0,0.0,74,by_state/TX/crosby_48107.csv
Hill,TX,48217,2.1540540540540536,0.0,3.9492391911378264,0.0,14.1,74,by_state/TX/hill_48217.csv
Wood,TX,48499,1.7972972972972974,0.0,3.41178348784588,0.0,12.6,74,by_state/TX/wood_48499.csv
Atascosa,TX,48013,7.367567567567568,6.1,7.850523202320123,0.0,33.1,74,by_state/TX/atascosa_48013.csv
Brown,TX,48049,7.070270270270271,4.85,7.337718837225403,0.0,25.1,74,by_state/TX/brown_48049.csv
Karnes,TX,48255,0.43648648648648647,0.0,1.5333350101134262,0.0,7.9,74,by_state/TX/karnes_48255.csv
Hale,TX,48189,8.28918918918919,7.4,9.437197859702275,0.0,54.7,74,by_state/TX/hale_48189.csv
Galveston,TX,48167,68.45135135135135,52.25,44.13266191228332,18.9,184.6,74,by_state/TX/galveston_48167.csv
Polk,TX,48373,4.554054054054054,0.0,5.816443134490714,0.0,20.1,74,by_state/TX/polk_48373.csv
Houston,TX,48225,0.0,0.0,0.0,0.0,0.0,69,by_state/TX/houston_48225.csv
Bosque,TX,48035,0.22837837837837835,0.0,1.135663498090858,0.0,7.0,74,by_state/TX/bosque_48035.csv
Caldwell,TX,48055,1.6689189189189189,0.0,3.256139645438456,0.0,12.0,74,by_state/TX/caldwell_48055.csv
Terry,TX,48445,2.0864864864864865,0.0,3.9756562075507484,0.0,14.1,74,by_state/TX/terry_48445.csv
Lavaca,TX,48285,0.07162162162162163,0.0,0.6161124853422422,0.0,5.3,74,by_state/TX/lavaca_48285.csv
Brazos,TX,48041,52.78648648648649,37.25,39.95470148865788,0.0,153.0,74,by_state/TX/brazos_48041.csv
Harris,TX,48201,1369.6716216216219,1029.3000000000002,899.0737139724631,503.5,5791.799999999999,74,by_state/TX/harris_48201.csv
Refugio,TX,48391,0.11351351351351349,0.0,0.6859298906472704,0.0,4.3,74,by_state/TX/refugio_48391.csv
Wilson,TX,48493,2.2351351351351347,0.0,3.5102367883456895,0.0,12.0,74,by_state/TX/wilson_48493.csv
Hockley,TX,48219,1.3891891891891892,0.0,2.8056482935818576,0.0,11.4,74,by_state/TX/hockley_48219.csv
Kaufman,TX,48257,5.5418918918918925,4.3,6.886079003536559,0.0,26.4,74,by_state/TX/kaufman_48257.csv
Taylor,TX,48441,47.94054054054054,38.25,35.63308036280571,5.3,135.10000000000002,74,by_state/TX/taylor_48441.csv
Ward,TX,48475,1.8310810810810811,0.0,3.07067105582181,0.0,10.6,74,by_state/TX/ward_48475.csv
Johnson,TX,48251,47.898648648648646,34.55,35.823538191526985,0.0,129.20000000000002,74,by_state/TX/johnson_48251.csv
Parker,TX,48367,11.393243243243244,8.0,11.635754192945654,0.0,44.1,74,by_state/TX/parker_48367.csv
Lynn,TX,48305,0.19864864864864865,0.0,0.9940223038818529,0.0,6.3,74,by_state/TX/lynn_48305.csv
Lampasas,TX,48281,0.9054054054054054,0.0,2.6631885252580734,0.0,11.9,74,by_state/TX/lampasas_48281.csv
Swisher,TX,48437,0.17837837837837836,0.0,0.8755851695381449,0.0,4.6,74,by_state/TX/swisher_48437.csv
Montague,TX,48337,0.954054054054054,0.0,2.1176485530650284,0.0,7.0,74,by_state/TX/montague_48337.csv
Somervell,TX,48425,0.06351351351351352,0.0,0.5463639020959509,0.0,4.7,74,by_state/TX/somervell_48425.csv
Dewitt,TX,48123,1.7824324324324325,0.0,4.147300099077765,0.0,17.9,74,by_state/TX/dewitt_48123.csv
Kimble,TX,48267,0.0,0.0,0.0,0.0,0.0,74,by_state/TX/kimble_48267.csv
Mclennan,TX,48309,67.0608108108108,55.400000000000006,50.47231661553747,10.4,196.1,74,by_state/TX/mclennan_48309.csv
Clay,TX,48077,0.23243243243243242,0.0,1.166320535385747,0.0,6.9,74,by_state/TX/clay_48077.csv
Angelina,TX,48005,30.491891891891893,25.4,24.80252835519134,0.0,86.9,74,by_state/TX/angelina_48005.csv
Navarro,TX,48349,8.537837837837838,7.0,8.374319889828595,0.0,29.9,74,by_state/TX/navarro_48349.csv
Hidalgo,TX,48215,212.84054054054053,186.95,149.12741993022706,49.99999999999999,750.8000000000001,74,by_state/TX/hidalgo_48215.csv
Gaines,TX,48165,0.7918918918918919,0.0,2.402382194266895,0.0,11.3,74,by_state/TX/gaines_48165.csv
Collingsworth,TX,48087,0.15,0.0,0.9417631380656062,0.0,7.1,74,by_state/TX/collingsworth_48087.csv
Smith,TX,48423,139.96351351351353,116.55000000000001,93.42633985802364,26.4,361.19999999999993,74,by_state/TX/smith_48423.csv
Nacogdoches,TX,48347,30.20405405405405,28.5,24.175400375991792,0.0,86.5,74,by_state/TX/nacogdoches_48347.csv
Wichita,TX,48485,46.38513513513514,31.4,36.74374676994464,4.0,121.1,74,by_state/TX/wichita_48485.csv
Dimmit,TX,48127,2.404054054054054,0.0,4.895103485527597,0.0,19.7,74,by_state/TX/dimmit_48127.csv
Eastland,TX,48133,1.3216216216216214,0.0,2.785297518368095,0.0,11.6,74,by_state/TX/eastland_48133.csv
Burleson,TX,48051,0.0,0.0,0.0,0.0,0.0,74,by_state/TX/burleson_48051.csv
Castro,TX,48069,0.7418918918918919,0.0,2.5066490624734667,0.0,12.6,74,by_state/TX/castro_48069.csv
Victoria,TX,48469,59.51351351351352,47.7,42.74732812069918,0.0,155.79999999999998,74,by_state/TX/victoria_48469.csv
Williamson,TX,48491,63.2027027027027,40.349999999999994,53.67526144533878,4.3,200.2,74,by_state/TX/williamson_48491.csv
Upton,TX,48461,0.0,0.0,0.0,0.0,0.0,74,by_state/TX/upton_48461.csv
Matagorda,TX,48321,8.251351351351351,8.15,7.750125818567611,0.0,32.9,74,by_state/TX/matagorda_48321.csv
Throckmorton,TX,48447,0.0,0.0,0.0,0.0,0.0,74,by_state/TX/throckmorton_48447.csv
Lubbock,TX,48303,128.74054054054054,103.69999999999999,92.64376893775147,13.4,347.09999999999997,74,by_state/TX/lubbock_48303.csv
Hamilton,TX,48193,0.32297297297297295,0.0,1.2227912485848507,0.0,5.9,74,by_state/TX/hamilton_48193.csv
Bastrop,TX,48021,0.0,0.0,0.0,0.0,0.0,74,by_state/TX/bastrop_48021.csv
Madison,TX,48313,0.0,0.0,0.0,0.0,0.0,74,by_state/TX/madison_48313.csv
Hopkins,TX,48223,10.427027027027027,8.65,8.89691800257061,0.0,28.1,74,by_state/TX/hopkins_48223.csv
Scurry,TX,48415,1.2324324324324323,0.0,2.6913411693601077,0.0,10.3,74,by_state/TX/scurry_48415.csv
Val Verde,TX,48465,1.5567567567567568,0.0,4.35361858879881,0.0,20.0,74,by_state/TX/val_verde_48465.csv
Deaf Smith,TX,48117,3.8662162162162166,0.0,6.679026198953616,0.0,25.4,74,by_state/TX/deaf_smith_48117.csv
Young,TX,48503,3.0189189189189185,0.0,4.533004557917731,0.0,13.7,74,by_state/TX/young_48503.csv
Gregg,TX,48183,35.12162162162163,22.6,31.851557542485516,0.0,113.7,74,by_state/TX/gregg_48183.csv
Uvalde,TX,48463,6.581081081081081,5.25,7.402104026608453,0.0,28.0,74,by_state/TX/uvalde_48463.csv
Jones,TX,48253,0.0,0.0,0.0,0.0,0.0,74,by_state/TX/jones_48253.csv
Grimes,TX,48185,0.0,0.0,0.0,0.0,0.0,74,by_state/TX/grimes_48185.csv
Coleman,TX,48083,0.6351351351351351,0.0,1.7525271328431271,0.0,6.9,74,by_state/TX/coleman_48083.csv
Crane,TX,48103,0.06216216216216216,0.0,0.5347391382215688,0.0,4.6,74,by_state/TX/crane_48103.csv
Falls,TX,48145,0.545945945945946,0.0,1.7364890723549047,0.0,8.3,74,by_state/TX/falls_48145.csv
Mcculloch,TX,48307,0.0,0.0,0.0,0.0,0.0,74,by_state/TX/mcculloch_48307.csv
Potter,TX,48375,103.8391891891892,83.8,79.01311286623906,11.7,305.6,74,by_state/TX/potter_48375.csv
Bee,TX,48025,7.1054054054054046,4.800000000000001,9.057985077764892,0.0,33.9,74,by_state/TX/bee_48025.csv
Austin,TX,48015,0.0,0.0,0.0,0.0,0.0,74,by_state/TX/austin_48015.csv
Rockwall,TX,48397,18.837837837837842,12.85,16.11907491399343,0.0,59.4,74,by_state/TX/rockwall_48397.csv
Limestone,TX,48293,1.681081081081081,0.0,3.0066900599535487,0.0,9.6,74,by_state/TX/limestone_48293.csv
Reeves,TX,48389,1.5040540540540541,0.0,2.8435670821105656,0.0,11.1,74,by_state/TX/reeves_48389.csv
Henderson,TX,48213,13.513513513513514,8.75,12.733391808083619,0.0,53.6,74,by_state/TX/henderson_48213.csv
Tom Green,TX,48451,34.24324324324324,23.4,29.402935651967148,0.0,101.4,74,by_state/TX/tom_green_48451.csv
Gonzales,TX,48177,0.7648648648648649,0.0,1.9884896472898088,0.0,7.9,74,by_state/TX/gonzales_48177.csv
Liberty,TX,48291,2.1013513513513513,0.0,3.1671902436141606,0.0,11.9,74,by_state/TX/liberty_48291.csv
Stephens,TX,48429,0.12027027027027028,0.0,0.7303554641649108,0.0,4.9,74,by_state/TX/stephens_48429.csv
Cherokee,TX,48073,11.4,6.65,11.946547618454463,0.0,42.7,74,by_state/TX/cherokee_48073.csv
Gillespie,TX,48171,2.5824324324324324,0.0,3.679650002270284,0.0,12.0,74,by_state/TX/gillespie_48171.csv
Walker,TX,48471,12.204054054054053,8.8,9.157113249574415,0.0,40.7,74,by_state/TX/walker_48471.csv
Lamar,TX,48277,17.072972972972973,13.95,13.964713822210816,0.0,47.9,74,by_state/TX/lamar_48277.csv
Freestone,TX,48161,0.2513513513513514,0.0,1.060271772247826,0.0,5.0,74,by_state/TX/freestone_48161.csv
Denton,TX,48121,100.48783783783783,77.5,72.88798490290579,7.6,256.0,74,by_state/TX/denton_48121.csv
Runnels,TX,48399,0.5378378378378379,0.0,1.5967177552033303,0.0,7.4,74,by_state/TX/runnels_48399.csv
Brewster,TX,48043,0.3783783783783784,0.0,1.3072265182197997,0.0,6.6,74,by_state/TX/brewster_48043.csv
Childress,TX,48075,0.3351351351351351,0.0,1.4805989562199384,0.0,8.9,74,by_state/TX/childress_48075.csv
Anderson,TX,48001,10.672972972972973,8.85,10.286222961863958,0.0,40.3,74,by_state/TX/anderson_48001.csv
San Augustine,TX,48405,0.0,0.0,0.0,0.0,0.0,74,by_state/TX/san_augustine_48405.csv
Wharton,TX,48481,5.01081081081081,4.449999999999999,5.836624272233394,0.0,23.3,74,by_state/TX/wharton_48481.csv
Rusk,TX,48401,2.4364864864864866,0.0,4.120299707290366,0.0,14.7,74,by_state/TX/rusk_48401.csv
Sabine,TX,48403,0.07972972972972973,0.0,0.6858610685885338,0.0,5.9,74,by_state/TX/sabine_48403.csv
Travis,TX,48453,167.72972972972974,115.75,112.09053792839356,44.4,454.50000000000006,74,by_state/TX/travis_48453.csv
Dawson,TX,48115,1.7378378378378379,0.0,3.0718207845262255,0.0,9.7,74,by_state/TX/dawson_48115.csv
Andrews,TX,48003,1.5756756756756758,0.0,2.9107175978560194,0.0,10.6,74,by_state/TX/andrews_48003.csv
Hood,TX,48221,11.05135135135135,9.149999999999999,8.919168878953887,0.0,33.4,74,by_state/TX/hood_48221.csv
Martin,TX,48317,0.2635135135135135,0.0,1.2971596287869158,0.0,7.4,74,by_state/TX/martin_48317.csv
Hardeman,TX,48197,0.05405405405405406,0.0,0.46499055497527725,0.0,4.0,74,by_state/TX/hardeman_48197.csv
Dallas,TX,48113,648.6067567567568,583.35,371.37912074265006,154.20000000000002,1407.3,74,by_state/TX/dallas_48113.csv
Parmer,TX,48369,0.2175675675675676,0.0,1.0695483758338358,0.0,6.0,74,by_state/TX/parmer_48369.csv
Webb,TX,48479,72.70405405405405,46.25,75.71628810704713,6.0,381.1,74,by_state/TX/webb_48479.csv
Kleberg,TX,48273,8.01081081081081,7.65,7.141496861006937,0.0,23.4,74,by_state/TX/kleberg_48273.csv
Cochran,TX,48079,0.07702702702702703,0.0,0.6626115408397698,0.0,5.7,74,by_state/TX/cochran_48079.csv
Hutchinson,TX,48233,3.574324324324324,0.0,6.197902004971993,0.0,26.6,74,by_state/TX/hutchinson_48233.csv
Erath,TX,48143,6.28918918918919,5.199999999999999,6.444931481352891,0.0,22.4,74,by_state/TX/erath_48143.csv
Concho,TX,48095,0.0,0.0,0.0,0.0,0.0,74,by_state/TX/concho_48095.csv
Comal,TX,48091,17.44054054054054,8.4,17.13332024791202,0.0,60.2,74,by_state/TX/comal_48091.csv
Fisher,TX,48151,0.0,0.0,0.0,0.0,0.0,74,by_state/TX/fisher_48151.csv
Burnet,TX,48053,7.539189189189189,6.35,7.058868269870771,0.0,26.3,74,by_state/TX/burnet_48053.csv
Grayson,TX,48181,51.14594594594595,37.5,39.731086442669124,0.0,135.3,74,by_state/TX/grayson_48181.csv
Chambers,TX,48071,1.4175675675675676,0.0,3.029641604017997,0.0,13.9,74,by_state/TX/chambers_48071.csv
Fannin,TX,48147,1.2243243243243245,0.0,2.780204526368756,0.0,11.7,74,by_state/TX/fannin_48147.csv
Palo Pinto,TX,48363,5.674324324324325,4.35,6.758233148584998,0.0,23.4,74,by_state/TX/palo_pinto_48363.csv
El Paso,TX,48141,261.46216216216214,164.89999999999998,233.3723872942671,29.5,1025.1,74,by_state/TX/el_paso_48141.csv
Wise,TX,48497,14.418918918918916,9.7,13.17889216949792,0.0,43.3,74,by_state/TX/wise_48497.csv
Fort Bend,TX,48157,103.57432432432432,84.4,59.7686660493442,23.5,257.4,74,by_state/TX/fort_bend_48157.csv
Llano,TX,48299,0.0,0.0,0.0,0.0,0.0,74,by_state/TX/llano_48299.csv
Kerr,TX,48265,10.4,6.199999999999999,10.957076902466978,0.0,39.6,74,by_state/TX/kerr_48265.csv
Nolan,TX,48353,2.528378378378379,0.0,4.863887623472882,0.0,24.0,74,by_state/TX/nolan_48353.csv
Lamb,TX,48279,0.9175675675675676,0.0,2.85236542588241,0.0,15.6,74,by_state/TX/lamb_48279.csv
Dallam,TX,48111,1.1243243243243244,0.0,2.3468317792765077,0.0,9.3,74,by_state/TX/dallam_48111.csv
Montgomery,TX,48339,101.8162162162162,84.25,64.94030773755618,23.6,271.1,74,by_state/TX/montgomery_48339.csv
Colorado,TX,48089,0.6810810810810811,0.0,1.8611143867207867,0.0,6.4,74,by_state/TX/colorado_48089.csv
Cooke,TX,48097,5.54054054054054,4.3,6.558355935791052,0.0,20.3,74,by_state/TX/cooke_48097.csv
Sutton,TX,48435,0.0,0.0,0.0,0.0,0.0,74,by_state/TX/sutton_48435.csv
Camp,TX,48063,1.0635135135135134,0.0,2.431053344299253,0.0,10.1,74,by_state/TX/camp_48063.csv
Cameron,TX,48061,126.12162162162163,104.8,89.08236341334307,17.1,473.4,74,by_state/TX/cameron_48061.csv
Culberson,TX,48109,0.0,0.0,0.0,0.0,0.0,74,by_state/TX/culberson_48109.csv
Fayette,TX,48149,1.4027027027027026,0.0,2.88339473504319,0.0,9.9,74,by_state/TX/fayette_48149.csv
Ector,TX,48135,56.44459459459459,48.8,39.45225011167919,0.0,135.6,74,by_state/TX/ector_48135.csv
Jack,TX,48237,0.16891891891891891,0.0,0.8280900082895291,0.0,4.4,74,by_state/TX/jack_48237.csv
Bell,TX,48027,92.60675675675675,69.3,62.78377622013963,25.1,261.90000000000003,74,by_state/TX/bell_48027.csv
Haskell,TX,48207,0.7027027027027027,0.0,2.1092083156062924,0.0,9.9,74,by_state/TX/haskell_48207.csv
Maverick,TX,48323,15.739189189189187,13.45,16.59390726253735,0.0,59.1,74,by_state/TX/maverick_48323.csv
Bowie,TX,48037,61.248648648648654,66.1,40.67504449566314,8.9,133.0,74,by_state/TX/bowie_48037.csv
Ellis,TX,48139,35.97432432432432,20.950000000000003,28.336534628332515,7.7,109.8,74,by_state/TX/ellis_48139.csv
Calhoun,TX,48057,0.8581081081081081,0.0,2.019969263075301,0.0,8.0,74,by_state/TX/calhoun_48057.csv
Panola,TX,48365,1.6013513513513513,0.0,2.5666188644613963,0.0,9.0,74,by_state/TX/panola_48365.csv
Bailey,TX,48017,0.24729729729729727,0.0,1.31661905880934,0.0,9.7,74,by_state/TX/bailey_48017.csv
Winkler,TX,48495,0.0554054054054054,0.0,0.47661531884965896,0.0,4.1,74,by_state/TX/winkler_48495.csv
Hays,TX,48209,34.00135135135135,22.599999999999998,30.343049996339204,0.0,140.6,74,by_state/TX/hays_48209.csv
Mitchell,TX,48335,0.23378378378378376,0.0,1.151922398811707,0.0,6.3,74,by_state/TX/mitchell_48335.csv
Hunt,TX,48231,25.916216216216217,19.15,20.666643278262832,0.0,74.6,74,by_state/TX/hunt_48231.csv
Wheeler,TX,48483,0.0,0.0,0.0,0.0,0.0,74,by_state/TX/wheeler_48483.csv
Midland,TX,48329,40.36891891891892,33.65,30.18701492443614,5.0,122.9,74,by_state/TX/midland_48329.csv
Hansford,TX,48195,1.5432432432432432,0.0,3.691236607621743,0.0,17.1,74,by_state/TX/hansford_48195.csv
Schleicher,TX,48413,0.0,0.0,0.0,0.0,0.0,74,by_state/TX/schleicher_48413.csv
Hardin,TX,48199,0.0,0.0,0.0,0.0,0.0,67,by_state/TX/hardin_48199.csv
Tarrant,TX,48439,578.4716216216217,453.9,381.2418261491694,124.7,1527.8,74,by_state/TX/tarrant_48439.csv
Knox,TX,48275,0.07702702702702703,0.0,0.6626115408397698,0.0,5.7,74,by_state/TX/knox_48275.csv
Baylor,TX,48023,0.13783783783783782,0.0,0.843135488990507,0.0,5.9,74,by_state/TX/baylor_48023.csv
Brazoria,TX,48039,22.247297297297298,17.95,15.762946172825366,0.0,66.7,74,by_state/TX/brazoria_48039.csv
Frio,TX,48163,1.8824324324324326,0.0,3.4400684171321596,0.0,11.4,74,by_state/TX/frio_48163.csv
Starr,TX,48427,3.0351351351351354,0.0,5.669225562159175,0.0,29.4,74,by_state/TX/starr_48427.csv
Ochiltree,TX,48357,0.8797297297297296,0.0,2.06185046092427,0.0,8.3,74,by_state/TX/ochiltree_48357.csv
Pecos,TX,48371,1.9608108108108107,0.0,4.318733248051648,0.0,19.7,74,by_state/TX/pecos_48371.csv
Coryell,TX,48099,0.8554054054054054,0.0,2.9452605016256426,0.0,18.1,74,by_state/TX/coryell_48099.csv
Nueces,TX,48355,134.88648648648646,94.05000000000001,97.71221558821266,36.8,438.9,74,by_state/TX/nueces_48355.csv
Comanche,TX,48093,1.962162162162162,0.0,3.7646773116715373,0.0,13.0,74,by_state/TX/comanche_48093.csv
