county,state,fips,total_cases,total_deaths,cfr,cfr_percent,mean_daily_cfr,median_daily_cfr,std_daily_cfr,min_daily_cfr,max_daily_cfr
Polk,Arkansas,05113,3090,126,0.040776699029126215,4.077669902912621,0.023333826283798733,0.033498759305210915,0.01493307892717577,0.0,0.04100227790432802
Brooks,Texas,48047,1155,47,0.04069264069264069,4.069264069264069,0.03991084458919388,0.0421903052064632,0.020318012848983387,0.0,0.08121827411167512
Turner,South Dakota,46125,1542,62,0.040207522697795074,4.020752269779507,0.032848407091145254,0.04660452729693742,0.02121346684686477,0.0,0.05609756097560976
Robertson,Kentucky,21201,449,18,0.0400890868596882,4.008908685968819,0.04307592470881082,0.049079754601226995,0.0234092392291316,0.0,0.08333333333333333
Schuyler,Missouri,29197,552,22,0.03985507246376811,3.985507246376811,0.012607628998452055,0.015151515151515152,0.012453024937136882,0.0,0.05034324942791762
Marion,Georgia,13197,1034,41,0.039651837524177946,3.9651837524177944,0.034572764225066915,0.03508771929824561,0.007695678977498827,0.0,0.05
Alcona,Michigan,26001,1413,56,0.039631988676574664,3.9631988676574665,0.04927509376041597,0.04340040116939823,0.03475679233264739,0.0,0.25
Baylor,Texas,48023,606,24,0.039603960396039604,3.9603960396039604,0.03503183259903285,0.039735099337748346,0.02045806927784959,0.0,0.08771929824561403
Johnson,Georgia,13167,1625,64,0.039384615384615386,3.9384615384615387,0.04006916696128889,0.042637876202296,0.01049130072779696,0.0,0.07142857142857142
Citrus,Florida,12017,21313,839,0.03936564538075353,3.936564538075353,0.0440588515450695,0.039966653589643,0.021904728187393755,0.0,0.11764705882352941
Galax city,Virginia,51640,1758,69,0.03924914675767918,3.9249146757679183,0.04364140250033276,0.044801352493660185,0.01855639395105574,0.0,0.0764872521246459
Gregory,South Dakota,46053,850,33,0.03882352941176471,3.882352941176471,0.03857825938349433,0.04784701166032437,0.018945716886053645,0.0,0.05504587155963303
Jasper,Texas,48241,4252,165,0.038805268109125116,3.8805268109125115,0.043040645739409106,0.03671189146049481,0.02079288611693309,0.0,0.2
Northampton,Virginia,51131,1263,49,0.038796516231195566,3.879651623119557,0.0588887579499817,0.04536695442790219,0.02923591313952415,0.0,0.10546875
Conejos,Colorado,08021,1193,46,0.038558256496227995,3.8558256496227994,0.017048593567339874,0.01834862385321101,0.01387502901722297,0.0,0.03868797308662742
Juniata,Pennsylvania,42067,3815,147,0.03853211009174312,3.853211009174312,0.03672062052603661,0.04044294655753491,0.01184063878158365,0.0,0.05405405405405406
Crawford,Georgia,13079,1223,47,0.038430089942763694,3.8430089942763694,0.02238390683961023,0.02694136291600634,0.013018335758898115,0.0,0.0398959236773634
Eastland,Texas,48133,2346,90,0.03836317135549872,3.8363171355498724,0.024462405543606323,0.031578947368421054,0.013720093044543911,0.0,0.03836317135549872
Fulton,Arkansas,05049,2035,78,0.03832923832923833,3.832923832923833,0.02770779615404642,0.03538608966454976,0.01589596971392014,0.0,0.043761638733705775
Cochran,Texas,48079,524,20,0.03816793893129771,3.816793893129771,0.032285697828386216,0.03878430682617875,0.01912184271383162,0.0,0.05752212389380531
Little River,Arkansas,05081,2203,84,0.038129822968679075,3.8129822968679075,0.035767092183086664,0.03383162863886703,0.019848294018206567,0.0,0.0892018779342723
Dallas,Alabama,01047,5561,212,0.03812263981298328,3.8122639812983277,0.030236598111740304,0.03882597642708574,0.016086064574216085,0.0,0.09523809523809523
Catron,New Mexico,35003,289,11,0.03806228373702422,3.8062283737024223,0.13057653335193659,0.05466998754669987,0.18250066984799182,0.0,1.0
Iron,Michigan,26071,1873,71,0.037907100907634814,3.7907100907634814,0.048436240275936626,0.048446069469835464,0.026849093461356444,0.0,0.2
Bienville,Louisiana,22013,2641,100,0.03786444528587656,3.7864445285876562,0.07124621488281972,0.04865181711606096,0.07829562801246823,0.0,1.0
Dade,Missouri,29057,1005,38,0.03781094527363184,3.7810945273631837,0.029408898261296886,0.04046858359957402,0.020660364126738492,0.0,0.07432432432432433
Washington,Georgia,13303,3347,126,0.03764565282342396,3.7645652823423963,0.026793907209202956,0.03227383863080684,0.013237956817493166,0.0,0.045454545454545456
Nye,Nevada,32023,5338,200,0.03746721618583739,3.7467216185837393,0.027652436362828967,0.03201792659969121,0.010448222267700953,0.0,0.04285714285714286
Red River,Texas,48387,1534,57,0.037157757496740544,3.715775749674054,0.058247324412735474,0.053811659192825115,0.02522492571250805,0.0,0.16
Shelby,Texas,48419,3077,114,0.03704907377315567,3.704907377315567,0.037953309197071176,0.03759148369926813,0.011607772686183853,0.0,0.06040268456375839
Petroleum,Montana,30069,27,1,0.037037037037037035,3.7037037037037033,0.06738286542545893,0.08333333333333333,0.0301429391777488,0.0,0.14285714285714285
Trinity,Texas,48455,1728,64,0.037037037037037035,3.7037037037037033,0.02701278760459195,0.03288672350791717,0.013245318018566508,0.0,0.039301310043668124
Gove,Kansas,20063,625,23,0.0368,3.6799999999999997,0.037077504661175306,0.04909560723514212,0.025844057561451424,0.0,0.084070796460177
Holmes,Ohio,39075,4321,157,0.03633418190233742,3.633418190233742,0.03637037733533442,0.03420496832263569,0.030933087375674025,0.0,0.25
Lowndes,Alabama,01085,1876,68,0.03624733475479744,3.624733475479744,0.03714005053269249,0.038001407459535536,0.010018321988700925,0.0,0.07692307692307693
Crosby,Texas,48107,1132,41,0.036219081272084806,3.6219081272084805,0.08704092772348976,0.04420731707317073,0.1494727709952842,0.0,1.0
Hickman,Kentucky,21105,608,22,0.03618421052631579,3.618421052631579,0.02044995840456475,0.025510204081632654,0.014722781306962501,0.0,0.03940886699507389
Polk,Texas,48373,6084,220,0.03616042077580539,3.616042077580539,0.02432175537250893,0.029060816012317168,0.012678580081826131,0.0,0.03647568287808128
Kiowa,Oklahoma,40075,1245,45,0.03614457831325301,3.614457831325301,0.026381992073965632,0.027804410354745925,0.01989725920794402,0.0,0.16666666666666666
Comanche,Kansas,20033,360,13,0.03611111111111111,3.6111111111111107,0.03292848281703073,0.044534412955465584,0.024675672911636352,0.0,0.058823529411764705
Talbot,Georgia,13263,833,30,0.03601440576230492,3.601440576230492,0.035728077930655223,0.03571428571428571,0.011348501848501513,0.0,0.14285714285714285
Ontonagon,Michigan,26131,752,27,0.03590425531914894,3.590425531914894,0.03327126245365892,0.04292719699680949,0.01908730083818599,0.0,0.05405405405405406
Issaquena,Mississippi,28055,195,7,0.035897435897435895,3.5897435897435894,0.03871547376384438,0.03571428571428571,0.01785081590627375,0.0,0.16666666666666666
Panola,Texas,48365,3096,111,0.035852713178294575,3.5852713178294575,0.056784761563177195,0.04592774035517452,0.03063549472857197,0.0,0.25
Meriwether,Georgia,13199,3376,121,0.035841232227488154,3.5841232227488153,0.027988238565936574,0.02638909250842985,0.012297450999140211,0.0,0.04379210779595765
Dawson,Texas,48115,2291,82,0.03579223046704496,3.579223046704496,0.0347600444372024,0.036231884057971016,0.01708736317295639,0.0,0.2
Dodge,Georgia,13091,3806,136,0.03573305307409354,3.573305307409354,0.03527374433529609,0.03773584905660377,0.013682298202630564,0.0,0.05263157894736842
Ringgold,Iowa,19159,868,31,0.03571428571428571,3.571428571428571,0.0336348033166804,0.040080321285140566,0.014727120715362719,0.0,0.06666666666666667
Wheeler,Georgia,13309,1012,36,0.03557312252964427,3.557312252964427,0.029495702897249183,0.0362123632991978,0.01529767911479419,0.0,0.05194805194805195
Baker,Georgia,13007,394,14,0.03553299492385787,3.5532994923857872,0.05791450718334642,0.04017857142857143,0.08920402375481404,0.027906976744186046,1.0
Real,Texas,48385,593,21,0.03541315345699832,3.541315345699832,0.039030608604926575,0.03896103896103896,0.017660905827501617,0.0,0.07407407407407407
Dooly,Georgia,13093,1755,62,0.035327635327635325,3.5327635327635325,0.04377480883872683,0.04036697247706422,0.012146534108632711,0.0,0.09022556390977443
Jefferson,Mississippi,28063,994,35,0.035211267605633804,3.5211267605633805,0.033498057099162606,0.03690036900369004,0.01210095591124743,0.0,0.046153846153846156
Crisp,Georgia,13081,3384,119,0.03516548463356974,3.5165484633569744,0.03361421923652034,0.03502336448598131,0.00825316020924961,0.0,0.04597701149425287
Sullivan,Pennsylvania,42113,797,28,0.03513174404015056,3.5131744040150563,0.02943049289105297,0.03877221324717286,0.021852831314176372,0.0,0.06666666666666667
Cottle,Texas,48101,257,9,0.03501945525291829,3.501945525291829,0.07636498632153364,0.039084322625698324,0.06981300981031295,0.0,0.2857142857142857
Bleckley,Georgia,13023,2464,86,0.0349025974025974,3.49025974025974,0.02952660443419798,0.03380281690140845,0.013017824563296164,0.0,0.04849884526558892
Powder River,Montana,30075,287,10,0.03484320557491289,3.484320557491289,0.0409255855003231,0.048,0.02062644617251736,0.0,0.10638297872340426
Union,Georgia,13291,3797,132,0.03476428759547011,3.476428759547011,0.033234735828504204,0.03197158081705151,0.015280262892018899,0.0,0.2
Alleghany,Virginia,51005,2512,87,0.03463375796178344,3.463375796178344,0.03760679915412305,0.03584491587417703,0.02031476630752771,0.0,0.2
McIntosh,Oklahoma,40091,3064,106,0.034595300261096605,3.4595300261096606,0.024077586682657002,0.02040816326530612,0.015617295934832557,0.0,0.1
Henderson,Texas,48213,10251,354,0.03453321627158326,3.453321627158326,0.025395180069075464,0.029358055906728475,0.010143137561507323,0.0,0.047619047619047616
Arthur,Nebraska,31005,29,1,0.034482758620689655,3.4482758620689653,0.025567387642315094,0.04,0.020738361837545027,0.0,0.045454545454545456
Otero,Colorado,08089,3368,116,0.0344418052256532,3.44418052256532,0.03972791166322568,0.03262481463173505,0.02209432097268385,0.0,0.125
Wood,Texas,48499,7016,241,0.03435005701254276,3.4350057012542763,0.0365767093864791,0.03555057048679516,0.016030823229802916,0.0,0.1
Faulk,South Dakota,46049,468,16,0.03418803418803419,3.418803418803419,0.028434091761138626,0.03494623655913978,0.013889202525386437,0.0,0.043478260869565216
Gasconade,Missouri,29073,2545,87,0.03418467583497053,3.4184675834970526,0.03166308529322141,0.028995060808422422,0.02854319106728652,0.0,0.13855421686746988
Ozark,Missouri,29153,1350,46,0.034074074074074076,3.4074074074074074,0.018426310330056064,0.024533011612783477,0.012059487890745556,0.0,0.03471074380165289
Pierce,North Dakota,38069,852,29,0.03403755868544601,3.403755868544601,0.026383037194692344,0.03476060850161569,0.020317903670833318,0.0,0.047337278106508875
Musselshell,Montana,30065,767,26,0.03389830508474576,3.389830508474576,0.021546130850140736,0.02702702702702703,0.013920973136925188,0.0,0.043478260869565216
Cass,Texas,48067,4790,162,0.03382045929018789,3.382045929018789,0.04611276951874746,0.040997438190665314,0.04895011184938692,0.0,0.4
Douglas,Missouri,29067,1952,66,0.03381147540983607,3.3811475409836067,0.026251109307499867,0.028973820315170762,0.00970225233726807,0.0,0.045454545454545456
Hodgeman,Kansas,20083,296,10,0.033783783783783786,3.3783783783783785,0.024490124120708636,0.03317535545023697,0.017947871525948296,0.0,0.045454545454545456
Monroe,Georgia,13207,4577,154,0.03364649333624645,3.364649333624645,0.05052530076293979,0.03815234060450016,0.023512163696839238,0.0,0.14285714285714285
Buffalo,South Dakota,46017,477,16,0.033542976939203356,3.3542976939203357,0.025918234444743372,0.03051643192488263,0.00981997029911805,0.0,0.041666666666666664
Highlands,Florida,12055,16972,569,0.03352580721187839,3.352580721187839,0.04215035445544019,0.04066666666666666,0.01693774817751187,0.0,0.2
Scott,Kansas,20171,955,32,0.033507853403141365,3.3507853403141366,0.022526358527570758,0.029143897996357013,0.016230838942709946,0.0,0.040257648953301126
Ben Hill,Georgia,13017,3323,111,0.033403551008125185,3.3403551008125185,0.02724928853821799,0.03195575432623632,0.012500361420697098,0.0,0.03911735205616851
Storey,Nevada,32029,240,8,0.03333333333333333,3.3333333333333335,0.018873523380907635,0.024390243902439025,0.014008194825206155,0.0,0.04
Apache,Arizona,04001,16261,542,0.033331283438902896,3.3331283438902894,0.0351441848324284,0.0367018184837665,0.009221931766727377,0.0,0.08823529411764706
Wilkinson,Mississippi,28157,1172,39,0.033276450511945395,3.3276450511945397,0.05591668051796847,0.04518950437317784,0.0252083488818159,0.0,0.2
Nolan,Texas,48353,2561,85,0.033190160093713394,3.3190160093713397,0.02348065528384485,0.02943189596167009,0.011576239540557183,0.0,0.034026465028355386
Hickory,Missouri,29085,1359,45,0.033112582781456956,3.3112582781456954,0.019239695928717302,0.020062432357492332,0.008330533913540987,0.0,0.03542009884678748
Adair,Iowa,19001,1330,44,0.03308270676691729,3.308270676691729,0.022971397762599845,0.03225806451612903,0.014959840644787099,0.0,0.038231780167264036
Renville,North Dakota,38075,454,15,0.03303964757709251,3.303964757709251,0.028002766939367128,0.03889008920028396,0.01803059353739935,0.0,0.045936395759717315
Hamlin,South Dakota,46057,1212,40,0.033003300330033,3.3003300330033,0.029060663418231655,0.038910542656344776,0.023516365722470376,0.0,0.05921052631578947
Cherokee,Texas,48073,6951,229,0.03294490001438642,3.2944900014386422,0.02937148434334167,0.030821917808219176,0.01717370726267305,0.0,0.14285714285714285
Screven,Georgia,13251,1882,62,0.03294367693942614,3.294367693942614,0.034035740754798136,0.03112449799196787,0.015055875536936257,0.0,0.1111111111111111
Greene,Alabama,01063,1367,45,0.03291880029261156,3.2918800292611556,0.036814246464287215,0.036756756756756756,0.010357221808974769,0.0,0.0547945205479452
Kenedy,Texas,48261,61,2,0.03278688524590164,3.278688524590164,0.08335517564802099,0.05405405405405406,0.07038530347852791,0.0,0.2857142857142857
Dougherty,Georgia,13095,13169,431,0.032728377249601336,3.2728377249601337,0.04971354119960551,0.040253688842868236,0.019900742362702645,0.0,0.2857142857142857
Morris,Texas,48343,1775,58,0.03267605633802817,3.267605633802817,0.023638576235906896,0.028950542822677925,0.013380186954370136,0.0,0.03909952606635071
Garza,Texas,48169,767,25,0.03259452411994785,3.259452411994785,0.03904448320634996,0.038834951456310676,0.020296597740910537,0.0,0.09090909090909091
Newton,Arkansas,05101,1350,44,0.03259259259259259,3.259259259259259,0.03647270575282184,0.034805952602830065,0.027068761639309602,0.0,0.1388888888888889
Rosebud,Montana,30087,1781,58,0.03256597417181359,3.256597417181359,0.03457932465176255,0.03608901552821417,0.01589295987081805,0.0,0.1111111111111111
Jefferson,Georgia,13163,2887,94,0.03255975060616557,3.255975060616557,0.03323398650644993,0.03235556623328993,0.018717976900255572,0.0,0.25
Ware,Georgia,13299,7743,251,0.03241637608162211,3.2416376081622107,0.03671005314030961,0.03271711663785078,0.017815194136809164,0.0,0.17647058823529413
Washington,Colorado,08121,772,25,0.03238341968911917,3.2383419689119166,0.01851149890646544,0.027224119219672306,0.01384680448443683,0.0,0.035856573705179286
Red River,Louisiana,22081,1516,49,0.032321899736147755,3.2321899736147754,0.06066797884021077,0.043478260869565216,0.04538577379635921,0.0,0.5
Colleton,South Carolina,45029,5962,192,0.03220395840322039,3.2203958403220394,0.04180602774334627,0.03504744815331717,0.02482845210010703,0.0,0.15384615384615385
Kidder,North Dakota,38043,404,13,0.03217821782178218,3.217821782178218,0.02614809546376179,0.03282828282828283,0.014516367167291934,0.0,0.039525691699604744
Presidio,Texas,48377,933,30,0.03215434083601286,3.215434083601286,0.030760697081881477,0.02996928300056584,0.018094911231111066,0.0,0.1
Greer,Oklahoma,40055,840,27,0.03214285714285714,3.214285714285714,0.05398182939170689,0.03618421052631579,0.03879227145558297,0.02127659574468085,0.5
Warren,Pennsylvania,42123,5600,180,0.03214285714285714,3.214285714285714,0.06877299873646416,0.037037037037037035,0.17654376978789368,0.0,1.0
Cheyenne,Colorado,08017,249,8,0.0321285140562249,3.2128514056224895,0.02765959068919546,0.03867403314917127,0.020865921103251767,0.0,0.056818181818181816
Upson,Georgia,13293,5977,192,0.03212313869834365,3.212313869834365,0.05281456582211384,0.037223621606493146,0.03070398239320281,0.0,0.14
Evans,Georgia,13109,1717,55,0.0320326150262085,3.20326150262085,0.020588576245063165,0.02333931777378815,0.011526954806258186,0.0,0.0332512315270936
Meagher,Montana,30059,281,9,0.03202846975088968,3.202846975088968,0.03675994651342931,0.04516317016317016,0.024751632654173326,0.0,0.1111111111111111
Dickey,North Dakota,38021,1188,38,0.03198653198653199,3.1986531986531985,0.03006968906719048,0.03997578692493947,0.018297004171757905,0.0,0.05360134003350084
Warren,Georgia,13301,814,26,0.03194103194103194,3.194103194103194,0.025288500706230326,0.031117397454031116,0.013505564124618388,0.0,0.043859649122807015
Telfair,Georgia,13271,2361,75,0.03176620076238882,3.176620076238882,0.035569536397845145,0.039473684210526314,0.011821576148618729,0.0,0.05089058524173028
Day,South Dakota,46037,945,30,0.031746031746031744,3.1746031746031744,0.026466144992884744,0.03697997269521893,0.01799129720309339,0.0,0.0449438202247191
Esmeralda,Nevada,32009,63,2,0.031746031746031744,3.1746031746031744,0.006655709234490919,0.0,0.013051104328131733,0.0,0.034482758620689655
Union,Florida,12125,3164,100,0.0316055625790139,3.16055625790139,0.029821087933224962,0.0321646831778707,0.01385607958163601,0.0,0.05128205128205128
Van Buren,Tennessee,47175,1362,43,0.0315712187958884,3.15712187958884,0.014837943034651151,0.021697208515683575,0.01121182025114689,0.0,0.03173431734317343
Sharkey,Mississippi,28125,666,21,0.03153153153153153,3.153153153153153,0.029848093309287654,0.03373015873015873,0.016215055803275532,0.0,0.056666666666666664
Toombs,Georgia,13279,5617,177,0.03151148299804166,3.1511482998041656,0.03702163281082352,0.03239906228324292,0.02448986552580116,0.0,0.2
Haralson,Georgia,13143,4165,131,0.03145258103241297,3.145258103241297,0.03117495879239498,0.030971847454578164,0.013888358367955284,0.0,0.08163265306122448
Lamb,Texas,48279,3150,99,0.03142857142857143,3.1428571428571432,0.032657036855271715,0.03403034030340303,0.018210597408784283,0.0,0.07228915662650602
Runnels,Texas,48399,1786,56,0.03135498320268757,3.135498320268757,0.023407584343633693,0.029065200314218383,0.010905391058567372,0.0,0.03374233128834356
Clarke,Mississippi,28023,3069,96,0.03128054740957967,3.1280547409579667,0.05625928123801999,0.044717719396310786,0.027760377415602024,0.0,0.13445378151260504
Conecuh,Alabama,01035,1983,62,0.031265758951084216,3.1265758951084215,0.022731219447574714,0.02355715871254162,0.007972396340420499,0.0,0.043478260869565216
Miner,South Dakota,46097,384,12,0.03125,3.125,0.02048473508673823,0.02981029810298103,0.014373295198337951,0.0,0.03426791277258567
Ballard,Kentucky,21007,832,26,0.03125,3.125,0.015457636561898072,0.017857142857142856,0.010180495452183783,0.0,0.032722513089005235
Holmes,Mississippi,28051,2883,90,0.031217481789802288,3.1217481789802286,0.04600285568463974,0.039029535864978905,0.015819759728959593,0.0,0.14285714285714285
Dewey,Oklahoma,40043,769,24,0.031209362808842653,3.1209362808842656,0.014920325576539708,0.012739370334307044,0.011384421526657185,0.0,0.047619047619047616
Maverick,Texas,48323,13346,416,0.03117038813127529,3.117038813127529,0.026285144786812077,0.03140206812652068,0.01087212740903514,0.0,0.03699843668577384
Emanuel,Georgia,13107,4620,144,0.03116883116883117,3.116883116883117,0.029086515458599447,0.030523255813953487,0.011919145489342876,0.0,0.07692307692307693
Logan,North Dakota,38047,353,11,0.031161473087818695,3.1161473087818696,0.027715104250320605,0.034013605442176874,0.014255088025717583,0.0,0.03896103896103896
Lafayette,Arkansas,05073,899,28,0.03114571746384872,3.114571746384872,0.029518121806520106,0.016515138992203214,0.028801236059944644,0.0,0.16666666666666666
Scotland,Missouri,29199,514,16,0.0311284046692607,3.11284046692607,0.023235798554992425,0.01282051282051282,0.027705438437664483,0.0,0.125
Carson,Texas,48065,932,29,0.03111587982832618,3.111587982832618,0.018904614162157513,0.023842917251051893,0.013451156971045417,0.0,0.036303630363036306
Haakon,South Dakota,46055,354,11,0.031073446327683617,3.1073446327683616,0.02802006979822801,0.034998441049396464,0.013774749015911627,0.0,0.04032258064516129
Hernando,Florida,12053,30097,934,0.031032993321593514,3.1032993321593514,0.03219257859168869,0.03311531841652324,0.009974506355294262,0.0,0.05555555555555555
Harrison,Iowa,19085,2679,83,0.030981709593131766,3.0981709593131765,0.025962175254634984,0.0351985559566787,0.016700420599260187,0.0,0.04234338747099768
Grayson,Texas,48181,17115,530,0.030966988022202747,3.0966988022202746,0.022680042859209815,0.027458773958754845,0.010103366701470294,0.0,0.03134071923692162
Sumter,Georgia,13261,4689,145,0.0309234378332267,3.09234378332267,0.049850974363286074,0.04002309172622502,0.02019833502247453,0.0,0.11764705882352941
Cibola,New Mexico,35006,5118,158,0.03087143415396639,3.087143415396639,0.032362659637797365,0.031144614163856377,0.010549487438350666,0.0,0.06666666666666667
Claiborne,Louisiana,22027,2138,66,0.03086997193638915,3.086997193638915,0.04909574788815614,0.037283621837549935,0.03387580942971324,0.0,0.18181818181818182
Camp,Texas,48063,2204,68,0.030852994555353903,3.0852994555353903,0.026703727165973978,0.03177485320136414,0.011210792789268821,0.0,0.03541315345699832
Sumter,Florida,12119,15405,475,0.030834144758195393,3.083414475819539,0.033113202231232194,0.02956642232836238,0.014349056568300649,0.0,0.09649122807017543
Macon,Georgia,13193,1493,46,0.030810448760884127,3.081044876088413,0.03929660412214903,0.03663003663003663,0.014371910642220025,0.0,0.08108108108108109
Graham,Kansas,20065,390,12,0.03076923076923077,3.076923076923077,0.02250363298534357,0.03125,0.01309753995068849,0.0,0.04
Gaines,Texas,48165,2212,68,0.03074141048824593,3.074141048824593,0.021256373887766685,0.026704545454545453,0.011521765458702626,0.0,0.031186440677966103
Walker,Alabama,01127,12635,388,0.03070834982192323,3.070834982192323,0.029746058215161283,0.032596247026693684,0.012146314607971737,0.0,0.04474576271186441
Grundy,Missouri,29079,1890,58,0.030687830687830688,3.068783068783069,0.029483434248246974,0.031075201988812928,0.01058234167283718,0.0,0.05
Lynn,Texas,48305,946,29,0.0306553911205074,3.06553911205074,0.04683052062794687,0.03685897435897436,0.04181823308091708,0.0,0.2
East Feliciana,Louisiana,22037,4731,145,0.030648911435214542,3.064891143521454,0.04936928409154868,0.035893012285382206,0.0331138613745831,0.0,0.15625
Phillips,Montana,30071,881,27,0.03064699205448354,3.064699205448354,0.02381438339381332,0.029218423186921073,0.011439982236480567,0.0,0.03309692671394799
Menard,Texas,48327,359,11,0.03064066852367688,3.064066852367688,0.02591728005795489,0.03197674418604651,0.016260611679317385,0.0,0.04390243902439024
Potter,Pennsylvania,42105,2580,79,0.03062015503875969,3.062015503875969,0.014766047612334531,0.020162796020140213,0.01043850147223638,0.0,0.03062015503875969
Monona,Iowa,19133,1339,41,0.030619865571321882,3.061986557132188,0.0216864044661415,0.030076787233586193,0.015418692152045966,0.0,0.038461538461538464
Hooker,Nebraska,31091,98,3,0.030612244897959183,3.061224489795918,0.037112321340725944,0.038461538461538464,0.021170753860234537,0.0,0.09090909090909091
Montmorency,Michigan,26119,1342,41,0.030551415797317436,3.055141579731744,0.02251576676099323,0.029323374579398674,0.018885702905341608,0.0,0.1111111111111111
McKinley,New Mexico,35031,17533,535,0.030513888096731875,3.0513888096731874,0.03957559438587571,0.037786774692073845,0.0118055116592495,0.0,0.05953208246467454
Lavaca,Texas,48285,3283,100,0.03045994517209869,3.045994517209869,0.03526377794072303,0.03065752319483663,0.030205674130123112,0.0,0.2
Angelina,Texas,48005,14027,427,0.03044129179439652,3.044129179439652,0.026056417213094863,0.029802997329112672,0.009319662319884627,0.0,0.03328779033660415
Decatur,Kansas,20039,526,16,0.030418250950570342,3.041825095057034,0.023360834829975283,0.03070175438596491,0.018459404387302904,0.0,0.045454545454545456
Floyd,Texas,48153,1320,40,0.030303030303030304,3.0303030303030303,0.03873653791401605,0.03389830508474576,0.023332001942744575,0.0,0.09239130434782608
Shoshone,Idaho,16079,2212,67,0.030289330922242313,3.0289330922242312,0.03649212529001431,0.03055229142185664,0.019108318857156376,0.0,0.08636363636363636
Baxter,Arkansas,05005,6638,201,0.03028020488098825,3.028020488098825,0.020408471769573087,0.028262066434208113,0.01380935119275912,0.0,0.036293436293436294
Coffee,Georgia,13069,8191,248,0.03027713343914052,3.0277133439140522,0.029070449153897983,0.028783658310120707,0.009432422482122525,0.0,0.0625
Grant,South Dakota,46051,1554,47,0.030244530244530245,3.0244530244530243,0.025416306693682625,0.03303964757709251,0.016527825104626456,0.0,0.0423728813559322
Hardeman,Texas,48197,463,14,0.03023758099352052,3.023758099352052,0.02458848572493913,0.03070175438596491,0.014467313392856677,0.0,0.05555555555555555
Taylor,Georgia,13269,1390,42,0.030215827338129497,3.0215827338129495,0.04422729364386122,0.03106332138590203,0.041542901319164806,0.0,0.4
Hockley,Texas,48219,4668,141,0.030205655526992288,3.020565552699229,0.0341212518664415,0.03318442884492661,0.01332138792670075,0.0,0.14285714285714285
Marion,Florida,12083,59663,1797,0.03011916933442837,3.011916933442837,0.026339212477995477,0.028891091913326724,0.0067627000002261775,0.0,0.04
Montague,Texas,48337,3288,99,0.030109489051094892,3.010948905109489,0.03775254094868633,0.030534351145038167,0.029846664994599415,0.0,0.16666666666666666
Neshoba,Mississippi,28099,6976,210,0.030103211009174312,3.010321100917431,0.045941240546686135,0.04412923561859732,0.015883073175007437,0.0,0.07605633802816901
Mohave,Arizona,04015,39143,1178,0.030094780675982934,3.0094780675982933,0.043584856424859486,0.03150896611622914,0.024492049277504965,0.0,0.12921348314606743
Wayne,Georgia,13305,5984,180,0.030080213903743314,3.0080213903743314,0.02003072319209405,0.023898646703138498,0.01002872784052479,0.0,0.030173883395840435
Middlesex,Virginia,51119,1132,34,0.030035335689045935,3.0035335689045937,0.034352229418067134,0.0345785249732785,0.021758606470074503,0.0,0.09876543209876543
Danville city,Virginia,51590,7029,211,0.0300184948072272,3.0018494807227203,0.02705218705075137,0.03002450980392157,0.00779769231041387,0.0,0.043478260869565216
Duval,Texas,48131,2034,61,0.02999016715830875,2.999016715830875,0.026886108284512808,0.03135498320268757,0.01270960521758665,0.0,0.044585987261146494
Appling,Georgia,13001,3607,108,0.0299417798724702,2.99417798724702,0.0338000182780213,0.029605588781687495,0.018579956442524356,0.0,0.1282051282051282
Houston,Texas,48225,3006,90,0.029940119760479042,2.9940119760479043,0.023361102441580336,0.02766448038764312,0.010762694469338786,0.0,0.034482758620689655
Kleberg,Texas,48273,4446,133,0.029914529914529916,2.9914529914529915,0.04019350868745839,0.034753363228699555,0.037979005160465894,0.0,0.5
Montgomery,Mississippi,28097,1939,58,0.029912325941206807,2.9912325941206808,0.031999495748123594,0.03192934782608696,0.013966497101028055,0.0,0.14285714285714285
Delta,Texas,48119,736,22,0.029891304347826088,2.989130434782609,0.02105544685120966,0.031185031185031187,0.016234281863878305,0.0,0.04081632653061224
Brooks,Georgia,13027,2515,75,0.02982107355864811,2.982107355864811,0.045663333212053715,0.034310221586847746,0.031115354003696395,0.0,0.2608695652173913
Gregg,Texas,48183,19691,587,0.02981057335838708,2.9810573358387082,0.02454291277155706,0.026834504293520686,0.009702813271124303,0.0,0.04375
Terry,Texas,48445,2451,73,0.029783761729906162,2.9783761729906164,0.022487034044951754,0.02992407324698526,0.012605075142715838,0.0,0.033490011750881316
Livingston,Kentucky,21139,1649,49,0.02971497877501516,2.9714978775015157,0.018999228888851406,0.023923444976076555,0.010831823090911163,0.0,0.03129890453834116
Roosevelt,Montana,30085,2358,70,0.029686174724342665,2.9686174724342664,0.022964341812353517,0.03076923076923077,0.013712116375635661,0.0,0.03687943262411347
Wharton,Texas,48481,6502,193,0.0296831744078745,2.96831744078745,0.025324398557176452,0.02800779347296639,0.011894013029293164,0.0,0.041637751561415685
Holt,Missouri,29087,809,24,0.029666254635352288,2.966625463535229,0.018648562594926803,0.026013910428121623,0.012540580858738801,0.0,0.034328358208955224
Cameron,Texas,48061,68329,2027,0.029665295848029388,2.966529584802939,0.03506176159537043,0.03854245937597923,0.009332383335089674,0.0,0.04819277108433735
Mora,New Mexico,35033,472,14,0.029661016949152543,2.9661016949152543,0.02451738198202903,0.031815044858523114,0.017159846674812837,0.0,0.045714285714285714
