county,state,fips,total_cases,total_deaths,cfr,cfr_percent,mean_daily_cfr,median_daily_cfr,std_daily_cfr,min_daily_cfr,max_daily_cfr
Chester,South Carolina,45023,6979,124,0.01776758847972489,1.776758847972489,0.015861089300940347,0.017815283638068447,0.006264475377429317,0.0,0.023023791250959325
Branch,Michigan,26023,9402,167,0.017762178259944694,1.7762178259944694,0.022053100158069487,0.020977808599167824,0.007610663547233506,0.0,0.1
Sheridan,Montana,30091,563,10,0.017761989342806393,1.7761989342806392,0.009460219698804817,0.01179245283018868,0.0058563670869460375,0.0,0.017857142857142856
Greene,Virginia,51079,2647,47,0.01775595013222516,1.775595013222516,0.01683054647272024,0.013937284318921422,0.016213597026755455,0.0,0.125
Elmore,Alabama,01051,16730,297,0.017752540346682607,1.7752540346682606,0.017950152634357803,0.018614482476476204,0.005259145049746041,0.0,0.03550295857988166
Taney,Missouri,29213,10027,178,0.017752069412586016,1.7752069412586016,0.030422635427252025,0.017183348095659877,0.04043850701102135,0.0,0.18181818181818182
Wirt,West Virginia,54105,1014,18,0.01775147928994083,1.7751479289940828,0.006211657253933746,0.00641025641025641,0.005648116434093897,0.0,0.01795142555438226
Eaton,Michigan,26045,18365,326,0.017751157092295126,1.7751157092295127,0.020787889473745755,0.019457706512926762,0.00894544769861551,0.0,0.06756756756756757
Washington,Ohio,39167,9299,165,0.01774384342402409,1.7743843424024088,0.04916162448388345,0.020657276995305163,0.049345711334391744,0.0,0.16806722689075632
Dickinson,Iowa,19059,3383,60,0.017735737511084836,1.7735737511084835,0.013028666163603988,0.016982364467668192,0.006124324809017281,0.0,0.019821605550049554
St. Louis,Missouri,29189,154468,2739,0.017731827951420358,1.7731827951420358,0.031061747060925838,0.02229927117975881,0.021202510875749928,0.0,0.09492235212004886
Washington,Kansas,20201,1016,18,0.017716535433070866,1.7716535433070866,0.015010166586087635,0.018018018018018018,0.00987395060848159,0.0,0.02631578947368421
Inyo,California,06027,2766,49,0.017715112075198842,1.7715112075198842,0.03452703999274303,0.026573426573426574,0.019598423293736345,0.0,0.1
Caldwell,Texas,48055,8919,158,0.017714990469783608,1.7714990469783607,0.01554654219096533,0.017271157167530225,0.007128954038232834,0.0,0.027243589743589744
McDonough,Illinois,17109,4742,84,0.017714044706874738,1.7714044706874739,0.03864046074361583,0.022407142069877657,0.03888758248724183,0.0,0.16304347826086957
Allen,Ohio,39003,20964,371,0.017697004388475483,1.7697004388475484,0.04375148997032773,0.02011042266796436,0.048430091088297225,0.0,0.20863309352517986
Camden,New Jersey,34007,86079,1523,0.01769304940810186,1.769304940810186,0.03430854256236917,0.025331238585864696,0.017918245504344534,0.0,0.07115531752104055
Mobile,Alabama,01097,78903,1394,0.017667262334765472,1.7667262334765472,0.02363089851057378,0.019658037094281298,0.011112282798829113,0.0,0.0630391506303915
Yell,Arkansas,05149,4981,88,0.01766713511343104,1.7667135113431038,0.01939454624196115,0.018559434781816306,0.018143154087516607,0.0,0.16666666666666666
Lee,Texas,48287,3057,54,0.017664376840039256,1.7664376840039255,0.028867169396995438,0.017991004497751123,0.020814107588989647,0.0,0.08
Nuckolls,Nebraska,31129,736,13,0.017663043478260868,1.766304347826087,0.01052509812258667,0.0034482758620689655,0.010417394362364009,0.0,0.02564102564102564
Wise,Texas,48497,12060,213,0.017661691542288558,1.7661691542288558,0.02539865844657998,0.016687309157801318,0.02773563736351346,0.0,0.25
Richland,Louisiana,22083,4530,80,0.017660044150110375,1.7660044150110374,0.017904417097340877,0.019079685746352413,0.005817211055419042,0.0,0.02631578947368421
Powell,Montana,30077,1473,26,0.017651052274270197,1.7651052274270198,0.00835905141252234,0.010773751224289911,0.005131717325100022,0.0,0.01782042494859493
Jersey,Illinois,17083,4306,76,0.01764979098931723,1.7649790989317231,0.026516228810118208,0.025413942928719617,0.01250075632506981,0.0,0.08333333333333333
Harding,South Dakota,46063,170,3,0.01764705882352941,1.7647058823529411,0.007845568371160924,0.010309278350515464,0.005006886946764334,0.0,0.017857142857142856
Greenwood,South Carolina,45047,13726,242,0.01763077371411919,1.763077371411919,0.018883804099807302,0.020621000237022992,0.007634762720924791,0.0,0.03348837209302326
Portsmouth city,Virginia,51740,14523,256,0.01762721200853818,1.762721200853818,0.022214676111462574,0.020621266103294254,0.008675446631298114,0.0,0.06779661016949153
Lake,Minnesota,27075,1475,26,0.017627118644067796,1.7627118644067796,0.015239035219968779,0.020680929171604488,0.010826349310677533,0.0,0.028462998102466792
Webster,West Virginia,54101,1532,27,0.01762402088772846,1.762402088772846,0.008707826724745182,0.013953851618231691,0.007514966775872449,0.0,0.018571428571428572
Sullivan,Tennessee,47163,30945,545,0.01761189206656972,1.7611892066569719,0.01748888013177533,0.016837608965292634,0.006377917389908891,0.0,0.058823529411764705
Carroll,Arkansas,05015,4601,81,0.01760486850684634,1.7604868506846338,0.015347955010967553,0.0159447881960971,0.006129009172775425,0.0,0.041666666666666664
Madison,Texas,48313,2613,46,0.017604286261002678,1.7604286261002677,0.011334606367065894,0.014588235294117647,0.0063487241720537645,0.0,0.019150707743547043
Manatee,Florida,12081,69705,1227,0.017602754465246395,1.7602754465246395,0.027875188432343562,0.018548802277338662,0.023474074285707427,0.0,0.14285714285714285
Blount,Alabama,01009,11256,198,0.017590618336886993,1.7590618336886994,0.013924148724609776,0.01647483638004965,0.006609309413939857,0.0,0.021739130434782608
Hancock,Iowa,19081,2389,42,0.017580577647551276,1.7580577647551276,0.01598634450331642,0.01925925925925926,0.008061261044799612,0.0,0.029850746268656716
Hardeman,Tennessee,47069,5462,96,0.01757597949469059,1.757597949469059,0.014425037215252252,0.016792183129082303,0.006066154548505822,0.0,0.019428571428571427
Henrico,Virginia,51087,42631,749,0.01756937439891159,1.756937439891159,0.036403885831243044,0.024554088487375492,0.02441470807125059,0.0,0.14285714285714285
Cloud,Kansas,20029,1822,32,0.01756311745334797,1.756311745334797,0.011636475401361139,0.011627906976744186,0.010083605200991233,0.0,0.03125
Macoupin,Illinois,17117,8541,150,0.017562346329469618,1.7562346329469618,0.021618830964991086,0.022779043280182234,0.01095283645109141,0.0,0.06666666666666667
Clark,Wisconsin,55019,6037,106,0.01755838992877257,1.755838992877257,0.031634525375003615,0.01744264086144528,0.036623116074360154,0.0,0.2
Knott,Kentucky,21119,2679,47,0.017543859649122806,1.7543859649122806,0.01355496934951108,0.015979396871182744,0.007261154172604705,0.0,0.03125
McPherson,Nebraska,31117,57,1,0.017543859649122806,1.7543859649122806,0.020493571900906005,0.021739130434782608,0.01609315865286353,0.0,0.043478260869565216
Lunenburg,Virginia,51111,1311,23,0.017543859649122806,1.7543859649122806,0.014212633747276602,0.017721518987341773,0.008348087519200372,0.0,0.03225806451612903
Jewell,Kansas,20089,627,11,0.017543859649122806,1.7543859649122806,0.021588663891531537,0.019656019656019656,0.018250620525641154,0.0,0.07692307692307693
Rhea,Tennessee,47143,7410,130,0.017543859649122806,1.7543859649122806,0.012750934554669283,0.01518756784180471,0.006632790194299969,0.0,0.02129277566539924
Scotland,North Carolina,37165,6271,110,0.017541062031573913,1.7541062031573913,0.01586768700519614,0.01879598371889172,0.007751704976027219,0.0,0.022744895321788576
Chowan,North Carolina,37041,2566,45,0.017537022603273576,1.7537022603273575,0.014982083235223563,0.01680672268907563,0.008627468400672222,0.0,0.03296703296703297
Tazewell,Virginia,51185,6903,121,0.017528610748949732,1.7528610748949731,0.011206158291254488,0.011897106109324759,0.007941560393309009,0.0,0.02038079914186109
McMinn,Tennessee,47107,11183,196,0.017526602879370475,1.7526602879370474,0.02409883906477696,0.015316954807400668,0.022842520702601676,0.0,0.1037037037037037
Lenoir,North Carolina,37107,10329,181,0.017523477587375352,1.7523477587375353,0.021390672675471917,0.019629029353502612,0.008196957750740511,0.0,0.06976744186046512
New Haven,Connecticut,09009,133669,2342,0.017520891156513476,1.7520891156513476,0.04205841500582087,0.026990772833119098,0.026102428394115706,0.0,0.08727066082156194
Woodson,Kansas,20207,571,10,0.017513134851138354,1.7513134851138354,0.009090502939664926,0.0,0.011271595926401975,0.0,0.02909090909090909
Miami,Indiana,18103,7196,126,0.017509727626459144,1.7509727626459144,0.012556009305651539,0.015990159901599015,0.005543374761069372,0.0,0.018303240168191938
Martin,Kentucky,21159,2228,39,0.017504488330341114,1.7504488330341115,0.014135181608235814,0.017253268945888883,0.009429259143426058,0.0,0.04054054054054054
Graham,Arizona,04009,8971,157,0.017500836027198752,1.7500836027198752,0.016818171749964164,0.015165031222123104,0.009939977916511978,0.0,0.07407407407407407
Idaho,Idaho,16049,2400,42,0.0175,1.7500000000000002,0.009104768204560527,0.013143483023001095,0.006828569929555878,0.0,0.01761744966442953
Roger Mills,Oklahoma,40129,686,12,0.01749271137026239,1.749271137026239,0.029513814034181324,0.026143790849673203,0.01911022844928734,0.0,0.125
Edwards,Illinois,17047,1259,22,0.017474185861795076,1.7474185861795075,0.01348459795888198,0.0175082921793088,0.00928783644564786,0.0,0.02443609022556391
Franklin,Iowa,19069,2003,35,0.017473789316025962,1.7473789316025963,0.020239387900767243,0.017608897126969416,0.01482710133107248,0.0,0.0599250936329588
Westmoreland,Virginia,51193,2232,39,0.01747311827956989,1.747311827956989,0.015278742156444206,0.017241379310344827,0.005569363845507502,0.0,0.021505376344086023
Ottawa,Ohio,39123,6527,114,0.017465910831928912,1.7465910831928912,0.03923910877515445,0.02166354640278149,0.041810482795825187,0.0,0.1891891891891892
Surry,North Carolina,37171,14659,256,0.01746367419332833,1.7463674193328331,0.015835011914052705,0.017971014492753623,0.006939836693810386,0.0,0.0625
Franklin,Virginia,51067,7387,129,0.017463110870448086,1.7463110870448086,0.013710681232104612,0.016747613465081225,0.007663986461478341,0.0,0.06060606060606061
Taliaferro,Georgia,13265,172,3,0.01744186046511628,1.744186046511628,0.011041695438544436,0.017543859649122806,0.010871729732596114,0.0,0.025423728813559324
Arkansas,Arkansas,05001,3671,64,0.017433941705257423,1.7433941705257423,0.014290422179717044,0.01709776413853573,0.007644951539056729,0.0,0.027247956403269755
Madison,Mississippi,28089,16239,283,0.017427181476691915,1.7427181476691915,0.02226387397916327,0.02142142142142142,0.005716667037537607,0.0,0.037275064267352186
Graves,Kentucky,21083,7978,139,0.017422913010779643,1.7422913010779644,0.034901514399341894,0.02183306800090971,0.030498666314780005,0.0,0.125
Poweshiek,Iowa,19157,2698,47,0.017420311341734617,1.7420311341734618,0.0361821406294981,0.021746295606316815,0.03404351041922024,0.0,0.25
Hardin,Iowa,19083,3159,55,0.01741057296612852,1.741057296612852,0.013939677273498255,0.018163471241170535,0.009207395668153626,0.0,0.023694130317716746
Bossier,Louisiana,22015,23722,413,0.017409999156900766,1.7409999156900766,0.026518726819000627,0.021536955457660302,0.01273246630946209,0.0,0.07028753993610223
Clarke,Iowa,19039,1781,31,0.017405951712521055,1.7405951712521055,0.015866981308325256,0.018018018018018018,0.007359388480771703,0.0,0.024415055951169887
Beaufort,North Carolina,37013,7987,139,0.017403280330537122,1.7403280330537123,0.01648521769173892,0.018937106130865675,0.009346664563510198,0.0,0.03367875647668394
Columbia,New York,36021,6954,121,0.01740005752085131,1.740005752085131,0.047467612410115746,0.0280290650862581,0.030184215019243,0.0,0.1415929203539823
Logan,Kentucky,21141,5635,98,0.017391304347826087,1.7391304347826086,0.029038551794926957,0.023133543638275498,0.01799881439821042,0.0,0.07806691449814127
Tuscaloosa,Alabama,01125,37677,655,0.017384611301324415,1.7384611301324415,0.01528407947436615,0.01704475276874305,0.004796671360479794,0.0,0.026490066225165563
Columbia,Pennsylvania,42037,10988,191,0.017382599199126318,1.7382599199126318,0.03560022989699288,0.025897671172963575,0.02275472702759561,0.0,0.09880239520958084
Taylor,West Virginia,54091,2934,51,0.017382413087934562,1.738241308793456,0.018837449922123575,0.01813110181311018,0.01390684143263656,0.0,0.05673758865248227
Wheeler,Texas,48483,863,15,0.01738122827346466,1.738122827346466,0.012835358533973787,0.017942583732057416,0.009196449398789181,0.0,0.026200873362445413
Preston,West Virginia,54077,6445,112,0.017377812257564004,1.7377812257564005,0.018850380473305943,0.016481308080986537,0.01387677630447535,0.0,0.12
Ohio,West Virginia,54069,7425,129,0.017373737373737375,1.7373737373737375,0.018038183559822715,0.017857142857142856,0.006114426846495158,0.0,0.045454545454545456
Cook,Georgia,13075,3743,65,0.017365749398877906,1.7365749398877905,0.0219907260645002,0.021200081649918597,0.011580084191270216,0.0,0.09375
Sumter,South Carolina,45085,17974,312,0.017358406587292756,1.7358406587292756,0.02345498678434627,0.019717816181327452,0.013857998553099155,0.0,0.2
Livingston,Illinois,17105,7317,127,0.017356840235069018,1.7356840235069018,0.022372121983484285,0.020043398261217378,0.012140848520737308,0.0,0.06896551724137931
Carlisle,Kentucky,21039,749,13,0.017356475300400534,1.7356475300400533,0.042918116647962676,0.017738359201773836,0.08262589930122143,0.0,0.5
Talbot,Maryland,24041,3693,64,0.017330083942594096,1.7330083942594097,0.018143244426893797,0.01816473535859693,0.014196136193032997,0.0,0.16666666666666666
Union,Tennessee,47173,3694,64,0.017325392528424473,1.7325392528424473,0.010594026493483996,0.014517801590044937,0.007275222787639153,0.0,0.019619157530294286
Howard,Nebraska,31093,866,15,0.017321016166281754,1.7321016166281753,0.03379063063085037,0.024390243902439025,0.025621911056450064,0.0,0.10256410256410256
Plymouth,Iowa,19149,5196,90,0.017321016166281754,1.7321016166281753,0.01717480296895539,0.01915455746367239,0.005747498463136026,0.0,0.026785714285714284
Hamilton,Florida,12047,2829,49,0.017320607988688584,1.7320607988688583,0.01123062763961165,0.011741682974559686,0.005193185685378701,0.0,0.017889740781307048
Oregon,Missouri,29149,1562,27,0.017285531370038413,1.7285531370038414,0.004271013187979265,0.004431314623338257,0.004547787368319456,0.0,0.018024032042723633
McLennan,Texas,48309,44547,770,0.017285114598064966,1.7285114598064966,0.017680150890794225,0.01683119217080111,0.008485146870239317,0.0,0.05405405405405406
Stephenson,Illinois,17177,8279,143,0.01727261746587752,1.727261746587752,0.016962265309885694,0.019308407934000352,0.00659176186542829,0.0,0.023923444976076555
Owen,Kentucky,21187,1679,29,0.017272185824895772,1.7272185824895772,0.013194688589371147,0.016152716593245228,0.007350920849321518,0.0,0.02654867256637168
Logan,Ohio,39091,7817,135,0.017270052449788922,1.7270052449788922,0.012767436991418942,0.015654442672851137,0.006819280905073986,0.0,0.02093087303773065
Berks,Pennsylvania,42011,76376,1319,0.017269822981041166,1.7269822981041165,0.034442924895987576,0.023849797645100347,0.020864944624395775,0.0,0.07958891013384321
Jasper,Missouri,29097,15229,263,0.017269682841946285,1.7269682841946286,0.010818730024414112,0.013288357354594705,0.005542938625973035,0.0,0.017963646691280886
Jackson,Ohio,39079,6371,110,0.01726573536336525,1.7265735363365249,0.01230115661352869,0.01580005745475438,0.007047377241186809,0.0,0.02631578947368421
Calcasieu,Louisiana,22019,36906,637,0.017260066113911017,1.7260066113911017,0.026588859590542066,0.019323882224645584,0.01842276787116107,0.0,0.2
Dauphin,Pennsylvania,42043,43920,758,0.017258652094717667,1.7258652094717668,0.030712024665074524,0.023012278658313227,0.01577632951012314,0.0,0.06920232435287903
Dixie,Florida,12029,3013,52,0.0172585462993694,1.72585462993694,0.014108305271295174,0.012181616832779624,0.010628140818878752,0.0,0.06349206349206349
Ray,Missouri,29177,3769,65,0.017245953833908197,1.7245953833908196,0.0094861991089333,0.013326226012793176,0.006919751735001685,0.0,0.01918158567774936
Jefferson,Iowa,19101,2555,44,0.01722113502935421,1.7221135029354209,0.01485106514446175,0.01964542405366555,0.010826942590910079,0.0,0.027068832173240527
Taylor,Florida,12123,4765,82,0.01720881427072403,1.7208814270724029,0.012128015159871053,0.013750805758487323,0.005853927377991882,0.0,0.018115160664222557
Rock,Minnesota,27133,1860,32,0.017204301075268817,1.7204301075268817,0.009752980499960729,0.012345679012345678,0.006502016147841184,0.0,0.022113022113022112
Cherry,Nebraska,31031,465,8,0.017204301075268817,1.7204301075268817,0.020537267357472903,0.01834862385321101,0.0200206355255923,0.0,0.10810810810810811
Barbour,West Virginia,54001,3257,56,0.017193736567393307,1.7193736567393307,0.031273807936754515,0.018033520690117974,0.04102188199168186,0.0,0.25
Adams,Iowa,19003,640,11,0.0171875,1.7187500000000002,0.008271596860784448,0.010416666666666666,0.005449401426887113,0.0,0.01779935275080906
Jones,Mississippi,28067,14546,250,0.017186855492919016,1.7186855492919015,0.022093944055591327,0.019334694367719465,0.010075190215916123,0.0,0.05064655172413793
Jefferson,Indiana,18077,6754,116,0.017175007403020432,1.7175007403020432,0.01825839775503254,0.019230769230769232,0.006922978178833111,0.0,0.02857142857142857
Archer,Texas,48009,1398,24,0.017167381974248927,1.7167381974248928,0.011100525332150736,0.014075652664251932,0.005978518366447319,0.0,0.018867924528301886
McNairy,Tennessee,47109,5010,86,0.01716566866267465,1.716566866267465,0.015283598338051622,0.017916077322017915,0.0073153549507829875,0.0,0.025795356835769563
Desha,Arkansas,05041,2039,35,0.01716527709661599,1.716527709661599,0.0134110963147781,0.016016720859126275,0.0062880175044079814,0.0,0.022321428571428572
Crawford,Pennsylvania,42039,15155,260,0.017156054107555264,1.7156054107555263,0.013621188073582568,0.01686889696163861,0.007713141566689163,0.0,0.02191464821222607
Montgomery,Maryland,24031,102727,1762,0.017152257926348478,1.7152257926348478,0.028640306126882183,0.022692719184638773,0.012489119313437748,0.0,0.05894590846047157
Latimer,Oklahoma,40077,1633,28,0.017146356399265157,1.7146356399265157,0.03992758911216596,0.014840182648401826,0.06532940478513663,0.0,0.25
Terrebonne,Louisiana,22109,21132,362,0.017130418322922582,1.7130418322922583,0.02912127809880562,0.02178217821782178,0.01758627245117648,0.0,0.08115183246073299
McCracken,Kentucky,21145,11797,202,0.017122997372213275,1.7122997372213276,0.017219419467522753,0.016929753703326285,0.012037387849562667,0.0,0.1111111111111111
Mahaska,Iowa,19123,4032,69,0.01711309523809524,1.711309523809524,0.04140559109594661,0.021921342082791236,0.04013984621558522,0.0,0.14782608695652175
Kearny,Kansas,20093,994,17,0.01710261569416499,1.710261569416499,0.017087729201762204,0.017271157167530225,0.006200265519337389,0.0,0.041666666666666664
Dickenson,Virginia,51051,2222,38,0.017101710171017102,1.7101710171017102,0.01328031552624253,0.015995735607675907,0.005900778513662488,0.0,0.030303030303030304
Highland,Virginia,51091,234,4,0.017094017094017096,1.7094017094017095,0.0057019847282753925,0.0,0.006719085219562334,0.0,0.022222222222222223
Nez Perce,Idaho,16069,6612,113,0.017090139140955838,1.7090139140955838,0.06276049525821371,0.01567807682257643,0.08359085368600172,0.0,0.37037037037037035
Clark,Nevada,32003,378138,6461,0.017086354717060968,1.7086354717060968,0.0210416663306895,0.017507678155462246,0.010658594084627502,0.0,0.055807464248343215
Liberty,Georgia,13179,7903,135,0.017082120713653042,1.7082120713653042,0.01338917466706246,0.015677118078719146,0.0058846703735819395,0.0,0.02095238095238095
Burnet,Texas,48053,7846,134,0.017078766250318633,1.7078766250318633,0.013501358632316269,0.013769009453349773,0.005625755539757378,0.0,0.0379746835443038
Pickens,South Carolina,45077,29986,512,0.01707463482958714,1.707463482958714,0.014317639265282334,0.01560910534206253,0.0048223561384201094,0.0,0.033707865168539325
Lee,Iowa,19111,6387,109,0.017065915140128386,1.7065915140128385,0.014049563065001063,0.014644351464435146,0.007739642722459981,0.0,0.041666666666666664
Langlade,Wisconsin,55067,3869,66,0.01705867149134143,1.705867149134143,0.019887531447279505,0.020772353828977293,0.013534961616735126,0.0,0.1
Oceana,Michigan,26127,4925,84,0.017055837563451776,1.7055837563451774,0.028935900800362367,0.021065432125104006,0.050699599250778125,0.0,0.3333333333333333
Iberia,Louisiana,22045,13547,231,0.0170517457739721,1.7051745773972098,0.03060662846640004,0.02262443438914027,0.020722436601444155,0.0,0.09776536312849161
Roane,Tennessee,47145,10791,184,0.017051246409044575,1.7051246409044576,0.010647772459342364,0.015009005403241946,0.006721942973073491,0.0,0.01749063001963234
Sebastian,Arkansas,05131,24355,415,0.01703962225415726,1.7039622254157258,0.014155784687976698,0.01677093038732863,0.005880771671985727,0.0,0.020118796704349493
Titus,Texas,48449,6163,105,0.017037157228622424,1.7037157228622424,0.016684556757500184,0.018404007301999252,0.006637473655511671,0.0,0.023111612175873732
Payette,Idaho,16075,4346,74,0.017027151403589506,1.7027151403589507,0.02128343658055091,0.013980868285504048,0.026416625312265365,0.0,0.16666666666666666
Pulaski,Missouri,29169,5880,100,0.017006802721088437,1.7006802721088436,0.015431379581696934,0.014232223941243965,0.014041679602273528,0.0,0.125
Grant,West Virginia,54023,2705,46,0.017005545286506468,1.7005545286506467,0.01981779750300973,0.021137026239067054,0.012399989494323641,0.0,0.047619047619047616
Lawrence,Arkansas,05075,3706,63,0.016999460334592553,1.6999460334592553,0.03221454837375881,0.020659639403665518,0.031425018251837196,0.0,0.3333333333333333
Benewah,Idaho,16009,1766,30,0.01698754246885617,1.698754246885617,0.012435275937245903,0.013003901170351105,0.005714557211661687,0.0,0.022556390977443608
Lancaster,Pennsylvania,42071,91511,1554,0.01698156505775262,1.698156505775262,0.03882762704741896,0.02359688095022214,0.026905302027643577,0.0,0.10593971631205673
Webb,Texas,48479,58076,986,0.016977753288793994,1.6977753288793993,0.02090556686085435,0.018890413927616846,0.008083775147940592,0.0,0.07692307692307693
Grant,Arkansas,05053,3063,52,0.016976820111002284,1.6976820111002284,0.012016079332266552,0.0166545981173063,0.007895646378373521,0.0,0.020874103065883887
Iroquois,Illinois,17075,5420,92,0.016974169741697416,1.6974169741697416,0.024918544149073456,0.022121014964216004,0.012535932925825752,0.0,0.06529209621993128
Hidalgo,New Mexico,35023,707,12,0.016973125884016973,1.6973125884016973,0.01851587918915952,0.020202020202020204,0.00900901791375552,0.0,0.03333333333333333
Paulding,Ohio,39125,3594,61,0.016972732331663885,1.6972732331663885,0.013079872391898516,0.01620745542949757,0.009195183890188112,0.0,0.024390243902439025
Monroe,Illinois,17133,6365,108,0.01696779261586803,1.696779261586803,0.03684207178773118,0.021337808678973866,0.03521505648600432,0.0,0.1643835616438356
Greene,Missouri,29077,49923,847,0.016966127836868777,1.6966127836868776,0.022932888784687373,0.01495371784267491,0.023953060854425393,0.0,0.13043478260869565
Clayton,Georgia,13063,46999,797,0.016957807612927936,1.6957807612927935,0.021799143338283263,0.018805309734513276,0.008509152043151075,0.0,0.07692307692307693
Moore,North Carolina,37125,15215,258,0.01695695037791653,1.695695037791653,0.02166117807907293,0.019696168641751007,0.012789198882126755,0.0,0.08928571428571429
Adams,North Dakota,38001,472,8,0.01694915254237288,1.694915254237288,0.008099752407910285,0.01084010840108401,0.005132208258569463,0.0,0.017543859649122806
Wilson,North Carolina,37195,14341,243,0.016944425074959905,1.6944425074959906,0.020762559352108398,0.018229428945513142,0.007795009177487915,0.0,0.07142857142857142
Wilkes,North Carolina,37193,12101,205,0.016940748698454675,1.6940748698454675,0.02471911620642812,0.016857314870559904,0.04134204023722101,0.0,0.25
Fulton,Ohio,39051,8032,136,0.01693227091633466,1.693227091633466,0.012007235542044912,0.01598800899325506,0.007195620987575192,0.0,0.02626970227670753
Bremer,Iowa,19017,4373,74,0.01692202149554082,1.692202149554082,0.026521129066289062,0.020440251572327043,0.0207324311188724,0.0,0.09433962264150944
Hendry,Florida,12051,8452,143,0.0169190724088973,1.6919072408897302,0.01883154148597308,0.017589971694298424,0.007873298000539947,0.0,0.0625
Franklin,Alabama,01059,6561,111,0.016918152720621856,1.6918152720621855,0.01573083806364175,0.016917584975942885,0.006109894744208449,0.0,0.08333333333333333
Gordon,Georgia,13129,12296,208,0.016916070266753416,1.6916070266753416,0.028130039730288995,0.01666518135638535,0.030188771482663187,0.0,0.14814814814814814
Morrill,Nebraska,31123,946,16,0.016913319238900635,1.6913319238900635,0.016716093833132783,0.020304699326827068,0.01321317245483873,0.0,0.034403669724770644
Marion,Iowa,19125,6090,103,0.016912972085385877,1.6912972085385878,0.013143345777981026,0.017364657814096015,0.008290416359255032,0.0,0.02143064002316826
Cabell,West Virginia,54011,17685,299,0.016906983319197058,1.6906983319197058,0.014580960557407055,0.017857142857142856,0.007464075424008864,0.0,0.02132936507936508
Rowan,North Carolina,37159,29102,492,0.016906054566696447,1.6906054566696447,0.023961316964310246,0.01887839158540252,0.01122436817992346,0.0,0.07142857142857142
Calhoun,Mississippi,28013,3018,51,0.016898608349900597,1.6898608349900597,0.02263513762791466,0.018309859154929577,0.014204052805002365,0.0,0.07407407407407407
Lincoln,Washington,53043,1539,26,0.016894087069525665,1.6894087069525665,0.013496072089026359,0.01559792027729636,0.008543027773763128,0.0,0.03225806451612903
Warren,Virginia,51187,6334,107,0.01689295863593306,1.689295863593306,0.018793691812208295,0.018888670574645827,0.006958338629055014,0.0,0.0364963503649635
Morris,New Jersey,34027,79816,1348,0.016888844341986568,1.6888844341986569,0.05163967344479386,0.030182960587493205,0.035450323928671125,0.0,0.11651854986598956
Bennett,South Dakota,46007,533,9,0.016885553470919325,1.6885553470919326,0.018682971625675435,0.022004889975550123,0.00901367714660065,0.0,0.0449438202247191
Bath,Kentucky,21011,2014,34,0.016881827209533268,1.6881827209533267,0.029698566928387203,0.019830028328611898,0.03959566824202628,0.0,0.25
Bollinger,Missouri,29017,2014,34,0.016881827209533268,1.6881827209533267,0.008847589355512773,0.010889292196007259,0.005447492875420834,0.0,0.037037037037037035
Bucks,Pennsylvania,42017,91995,1553,0.01688135224740475,1.688135224740475,0.040785312984623345,0.025057552682840448,0.02838922909425595,0.0,0.10120201628538193
Montgomery,Indiana,18107,7940,134,0.016876574307304788,1.6876574307304788,0.028829968448284046,0.020975658674341383,0.020053826933945345,0.0,0.07662835249042145
Nowata,Oklahoma,40105,1956,33,0.01687116564417178,1.687116564417178,0.014836999295781363,0.015384615384615385,0.007295274224871252,0.0,0.041666666666666664
San Joaquin,California,06077,112741,1902,0.016870526250432408,1.6870526250432407,0.021343350776698824,0.01808843130795918,0.011953798667280182,0.0,0.14285714285714285
Lowndes,Mississippi,28087,11804,199,0.016858691968824127,1.6858691968824127,0.02469610519784782,0.022972556275053964,0.009486819246751956,0.0,0.05263157894736842
Winnebago,Iowa,19189,2432,41,0.016858552631578948,1.6858552631578947,0.01953801302238659,0.021364576154376293,0.012830985060214805,0.0,0.060240963855421686
Lee,Georgia,13177,5042,85,0.016858389527965093,1.6858389527965094,0.030337287808555092,0.021215390147428983,0.017971075882661326,0.0,0.15384615384615385
Custer,Montana,30017,2434,41,0.01684470008216927,1.6844700082169268,0.014238435189840666,0.01442751482409377,0.007121876217467449,0.0,0.0425531914893617
Rockingham,Virginia,51165,10750,181,0.01683720930232558,1.683720930232558,0.014244017881040263,0.01563476328152459,0.004304553866726723,0.0,0.020768431983385256
Rankin,Mississippi,28121,24292,409,0.01683681870574675,1.683681870574675,0.019207638247862698,0.019181098629037226,0.0035247301582448324,0.0,0.043478260869565216
Gadsden,Florida,12039,9563,161,0.016835721008051866,1.6835721008051867,0.014077043217071594,0.015657124782539934,0.004801879820934222,0.0,0.019230769230769232
Tensas,Louisiana,22107,594,10,0.016835016835016835,1.6835016835016834,0.013233344641789546,0.015957446808510637,0.007768829684777916,0.0,0.02247191011235955
East Baton Rouge,Louisiana,22033,70112,1180,0.016830214513920583,1.6830214513920583,0.027935393123629106,0.020684393455593544,0.014958548999324497,0.0,0.0800160836349015
Montgomery,Ohio,39113,89842,1512,0.0168295452015761,1.6829545201576102,0.0182012961261587,0.018776357895182994,0.005677761540026591,0.0,0.048
Crawford,Indiana,18025,1842,31,0.016829533116178068,1.6829533116178068,0.019266193722869734,0.01582444417457677,0.012452316409735221,0.0,0.07692307692307693
Woods,Oklahoma,40151,1783,30,0.01682557487380819,1.682557487380819,0.007758141865578758,0.009193482591651928,0.006563781666594706,0.0,0.017152658662092625
